~id,~label,symbol:String,exp_hr_coeff:String,hr_pval:String
gene:CCDC157,Gene,CCDC157,N/A,N/A
gene:CCDC158,Gene,CCDC158,0.101773,0.116731
gene:CCDC159,Gene,CCDC159,N/A,N/A
gene:CCDC160,Gene,CCDC160,N/A,N/A
gene:CCDC162P,Gene,CCDC162P,N/A,N/A
gene:CCDC163P,Gene,CCDC163P,N/A,N/A
gene:CCDC166,Gene,CCDC166,N/A,N/A
gene:CCDC167,Gene,CCDC167,N/A,N/A
gene:CCDC168,Gene,CCDC168,0.345663,0.228684
gene:CCDC169,Gene,CCDC169,N/A,N/A
gene:CCDC17,Gene,CCDC17,N/A,0.995593
gene:CCDC170,Gene,CCDC170,0.0800008,0.0478523
gene:CCDC171,Gene,CCDC171,N/A,0.995322
gene:CCDC172,Gene,CCDC172,N/A,N/A
gene:CCDC173,Gene,CCDC173,N/A,0.995352
gene:CCDC174,Gene,CCDC174,N/A,0.996052
gene:CCDC175,Gene,CCDC175,N/A,N/A
gene:CCDC176,Gene,CCDC176,N/A,N/A
gene:CCDC177,Gene,CCDC177,N/A,N/A
gene:CCDC178,Gene,CCDC178,0.656626,0.740682
gene:CCDC18,Gene,CCDC18,0.579996,0.652827
gene:CCDC180,Gene,CCDC180,N/A,0.994404
gene:CCDC181,Gene,CCDC181,N/A,N/A
gene:CCDC183,Gene,CCDC183,N/A,N/A
gene:CCDC19,Gene,CCDC19,0.21462,0.227914
gene:CCDC22,Gene,CCDC22,N/A,N/A
gene:CCDC23,Gene,CCDC23,N/A,N/A
gene:CCDC24,Gene,CCDC24,N/A,N/A
gene:CCDC25,Gene,CCDC25,N/A,N/A
gene:CCDC27,Gene,CCDC27,0.216356,0.229692
gene:CCDC28A,Gene,CCDC28A,0.146365,0.111797
gene:CCDC28B,Gene,CCDC28B,N/A,N/A
gene:CCDC3,Gene,CCDC3,N/A,N/A
gene:CCDC30,Gene,CCDC30,0.755421,0.825378
gene:CCDC33,Gene,CCDC33,N/A,N/A
gene:CCDC34,Gene,CCDC34,N/A,N/A
gene:CCDC36,Gene,CCDC36,N/A,N/A
gene:CCDC37,Gene,CCDC37,N/A,0.993653
gene:CCDC38,Gene,CCDC38,N/A,0.994077
gene:CCDC39,Gene,CCDC39,0.184902,0.184153
gene:CCDC40,Gene,CCDC40,N/A,0.996146
gene:CCDC41,Gene,CCDC41,N/A,0.99444
gene:CCDC42,Gene,CCDC42,N/A,N/A
gene:CCDC42B,Gene,CCDC42B,N/A,N/A
gene:CCDC43,Gene,CCDC43,N/A,N/A
gene:CCDC47,Gene,CCDC47,N/A,N/A
gene:CCDC50,Gene,CCDC50,N/A,N/A
gene:CCDC51,Gene,CCDC51,N/A,N/A
gene:CCDC53,Gene,CCDC53,N/A,N/A
gene:CCDC54,Gene,CCDC54,N/A,N/A
gene:CCDC57,Gene,CCDC57,0.638846,0.725212
gene:CCDC58,Gene,CCDC58,N/A,N/A
gene:CCDC59,Gene,CCDC59,N/A,N/A
gene:CCDC6,Gene,CCDC6,N/A,0.995053
gene:CCDC60,Gene,CCDC60,N/A,N/A
gene:CCDC61,Gene,CCDC61,N/A,N/A
gene:CCDC62,Gene,CCDC62,0.0920986,0.0430207
gene:CCDC63,Gene,CCDC63,N/A,N/A
gene:CCDC64,Gene,CCDC64,N/A,0.995978
gene:CCDC64B,Gene,CCDC64B,N/A,N/A
gene:CCDC65,Gene,CCDC65,N/A,N/A
gene:CCDC66,Gene,CCDC66,0.306098,0.326322
gene:CCDC67,Gene,CCDC67,N/A,N/A
gene:CCDC68,Gene,CCDC68,N/A,N/A
gene:CCDC69,Gene,CCDC69,N/A,N/A
gene:CCDC7,Gene,CCDC7,N/A,N/A
gene:CCDC70,Gene,CCDC70,N/A,N/A
gene:CCDC71,Gene,CCDC71,N/A,N/A
gene:CCDC71L,Gene,CCDC71L,N/A,N/A
gene:CCDC73,Gene,CCDC73,0.257713,0.237962
gene:CCDC74A,Gene,CCDC74A,N/A,N/A
gene:CCDC74B,Gene,CCDC74B,N/A,N/A
gene:CCDC77,Gene,CCDC77,N/A,N/A
gene:CCDC78,Gene,CCDC78,N/A,N/A
gene:CCDC79,Gene,CCDC79,N/A,0.994908
gene:CCDC8,Gene,CCDC8,N/A,0.995353
gene:CCDC80,Gene,CCDC80,N/A,0.994514
gene:CCDC81,Gene,CCDC81,0.414976,0.491154
gene:CCDC82,Gene,CCDC82,N/A,0.995257
gene:CCDC83,Gene,CCDC83,N/A,N/A
gene:CCDC84,Gene,CCDC84,N/A,N/A
gene:CCDC85A,Gene,CCDC85A,0.265986,0.298178
gene:CCDC85B,Gene,CCDC85B,N/A,N/A
gene:CCDC85C,Gene,CCDC85C,N/A,N/A
gene:CCDC86,Gene,CCDC86,N/A,N/A
gene:CCDC87,Gene,CCDC87,N/A,0.99583
gene:CCDC88A,Gene,CCDC88A,0.058338,0.00778882
gene:CCDC88B,Gene,CCDC88B,N/A,0.994314
gene:CCDC88C,Gene,CCDC88C,N/A,0.994019
gene:CCDC89,Gene,CCDC89,N/A,N/A
gene:CCDC9,Gene,CCDC9,N/A,N/A
gene:CCDC90B,Gene,CCDC90B,N/A,N/A
gene:CCDC91,Gene,CCDC91,N/A,N/A
gene:CCDC92,Gene,CCDC92,0.082062,0.0505121
gene:CCDC93,Gene,CCDC93,N/A,0.994827
gene:CCDC94,Gene,CCDC94,N/A,N/A
gene:CCDC96,Gene,CCDC96,N/A,N/A
gene:CCDC97,Gene,CCDC97,N/A,N/A
gene:CCER1,Gene,CCER1,0.372275,0.414315
gene:CCHCR1,Gene,CCHCR1,N/A,N/A
gene:CCIN,Gene,CCIN,N/A,N/A
gene:CCK,Gene,CCK,N/A,N/A
gene:CCKAR,Gene,CCKAR,N/A,N/A
gene:CCKBR,Gene,CCKBR,N/A,0.995775
gene:CCL1,Gene,CCL1,N/A,N/A
gene:CCL11,Gene,CCL11,N/A,N/A
gene:CCL13,Gene,CCL13,N/A,N/A
gene:CCL14,Gene,CCL14,N/A,N/A
gene:CCL15,Gene,CCL15,N/A,N/A
gene:CCL16,Gene,CCL16,N/A,N/A
gene:CCL17,Gene,CCL17,N/A,N/A
gene:CCL18,Gene,CCL18,N/A,N/A
gene:CCL19,Gene,CCL19,N/A,N/A
gene:CCL2,Gene,CCL2,N/A,N/A
gene:CCL20,Gene,CCL20,N/A,N/A
gene:CCL21,Gene,CCL21,N/A,N/A
gene:CCL22,Gene,CCL22,N/A,N/A
gene:CCL23,Gene,CCL23,N/A,N/A
gene:CCL24,Gene,CCL24,N/A,N/A
gene:CCL25,Gene,CCL25,N/A,N/A
gene:CCL26,Gene,CCL26,N/A,N/A
gene:CCL27,Gene,CCL27,N/A,N/A
gene:CCL28,Gene,CCL28,N/A,N/A
gene:CCL3,Gene,CCL3,N/A,N/A
gene:CCL3L1,Gene,CCL3L1,N/A,N/A
gene:CCL3L3,Gene,CCL3L3,N/A,N/A
gene:CCL4,Gene,CCL4,N/A,N/A
gene:CCL4L1,Gene,CCL4L1,N/A,N/A
gene:CCL4L2,Gene,CCL4L2,N/A,N/A
gene:CCL5,Gene,CCL5,N/A,N/A
gene:CCL7,Gene,CCL7,N/A,N/A
gene:CCL8,Gene,CCL8,N/A,N/A
gene:CCM2,Gene,CCM2,N/A,N/A
gene:CCM2L,Gene,CCM2L,N/A,N/A
gene:CCNA1,Gene,CCNA1,N/A,0.995992
gene:CCNA2,Gene,CCNA2,N/A,N/A
gene:CCNB1,Gene,CCNB1,N/A,N/A
gene:CCNB1IP1,Gene,CCNB1IP1,N/A,N/A
gene:CCNB2,Gene,CCNB2,N/A,N/A
gene:CCNB3,Gene,CCNB3,0.895615,0.999982
gene:CCNC,Gene,CCNC,N/A,N/A
gene:CCND1,Gene,CCND1,N/A,N/A
gene:CCND2,Gene,CCND2,N/A,N/A
gene:CCND3,Gene,CCND3,N/A,N/A
gene:CCNDBP1,Gene,CCNDBP1,N/A,N/A
gene:CCNE1,Gene,CCNE1,N/A,N/A
gene:CCNE2,Gene,CCNE2,N/A,N/A
gene:CCNF,Gene,CCNF,0.453082,0.487789
gene:CCNG1,Gene,CCNG1,N/A,N/A
gene:CCNG2,Gene,CCNG2,N/A,N/A
gene:CCNH,Gene,CCNH,N/A,N/A
gene:CCNI,Gene,CCNI,N/A,N/A
gene:CCNI2,Gene,CCNI2,N/A,N/A
gene:CCNJ,Gene,CCNJ,N/A,N/A
gene:CCNJL,Gene,CCNJL,N/A,N/A
gene:CCNK,Gene,CCNK,N/A,N/A
gene:CCNL1,Gene,CCNL1,N/A,0.814585
gene:CCNL2,Gene,CCNL2,0.0623119,0.0224878
gene:CCNO,Gene,CCNO,N/A,N/A
gene:CCNT1,Gene,CCNT1,0.54818,0.679266
gene:CCNT2,Gene,CCNT2,N/A,N/A
gene:CCNY,Gene,CCNY,N/A,N/A
gene:CCNYL1,Gene,CCNYL1,N/A,N/A
gene:CCNYL2,Gene,CCNYL2,N/A,N/A
gene:CCP110,Gene,CCP110,0.32018,0.346883
gene:CCPG1,Gene,CCPG1,0.333957,0.390029
gene:CCR1,Gene,CCR1,N/A,0.994275
gene:CCR10,Gene,CCR10,N/A,N/A
gene:CCR2,Gene,CCR2,N/A,N/A
gene:CCR3,Gene,CCR3,0.020777,0.00816997
gene:CCR4,Gene,CCR4,N/A,N/A
gene:CCR5,Gene,CCR5,N/A,N/A
gene:CCR6,Gene,CCR6,N/A,N/A
gene:CCR7,Gene,CCR7,N/A,N/A
gene:CCR8,Gene,CCR8,N/A,N/A
gene:CCR9,Gene,CCR9,N/A,N/A
gene:CCRL2,Gene,CCRL2,N/A,N/A
gene:CCRN4L,Gene,CCRN4L,N/A,N/A
gene:CCS,Gene,CCS,N/A,N/A
gene:CCSAP,Gene,CCSAP,N/A,N/A
gene:CCSER1,Gene,CCSER1,0.881888,0.999985
gene:CCSER2,Gene,CCSER2,N/A,N/A
gene:CCT2,Gene,CCT2,N/A,N/A
gene:CCT3,Gene,CCT3,N/A,N/A
gene:CCT4,Gene,CCT4,N/A,N/A
gene:CCT5,Gene,CCT5,N/A,N/A
gene:CCT6A,Gene,CCT6A,N/A,N/A
gene:CCT6B,Gene,CCT6B,N/A,N/A
gene:CCT6P3,Gene,CCT6P3,N/A,N/A
gene:CCT7,Gene,CCT7,N/A,N/A
gene:CCT8,Gene,CCT8,N/A,N/A
gene:CCT8L2,Gene,CCT8L2,N/A,0.995336
gene:CCZ1,Gene,CCZ1,N/A,N/A
gene:CCZ1B,Gene,CCZ1B,N/A,N/A
gene:CD101,Gene,CD101,0.885032,0.999982
gene:CD109,Gene,CD109,0.116582,0.13952
gene:CD14,Gene,CD14,N/A,N/A
gene:CD151,Gene,CD151,N/A,N/A
gene:CD160,Gene,CD160,N/A,N/A
gene:CD163,Gene,CD163,0.151049,0.107508
gene:CD163L1,Gene,CD163L1,0.200542,0.164262
gene:CD164,Gene,CD164,N/A,N/A
gene:CD164L2,Gene,CD164L2,N/A,N/A
gene:CD177,Gene,CD177,N/A,N/A
gene:CD180,Gene,CD180,0.852683,0.999984
gene:CD19,Gene,CD19,0.932276,0.953556
gene:CD1A,Gene,CD1A,N/A,N/A
gene:CD1B,Gene,CD1B,N/A,N/A
gene:CD1C,Gene,CD1C,N/A,N/A
gene:CD1D,Gene,CD1D,N/A,N/A
gene:CD1E,Gene,CD1E,N/A,0.994511
gene:CD2,Gene,CD2,N/A,N/A
gene:CD200,Gene,CD200,N/A,N/A
gene:CD200R1,Gene,CD200R1,N/A,N/A
gene:CD200R1L,Gene,CD200R1L,N/A,N/A
gene:CD207,Gene,CD207,N/A,N/A
gene:CD209,Gene,CD209,N/A,N/A
gene:CD22,Gene,CD22,0.234484,0.230357
gene:CD226,Gene,CD226,N/A,N/A
gene:CD244,Gene,CD244,N/A,N/A
gene:CD247,Gene,CD247,N/A,N/A
gene:CD248,Gene,CD248,0.022435,0.00302775
gene:CD27,Gene,CD27,N/A,N/A
gene:CD274,Gene,CD274,N/A,N/A
gene:CD276,Gene,CD276,N/A,N/A
gene:CD28,Gene,CD28,N/A,N/A
gene:CD2AP,Gene,CD2AP,N/A,N/A
gene:CD2BP2,Gene,CD2BP2,N/A,0.995181
gene:CD300A,Gene,CD300A,N/A,N/A
gene:CD300C,Gene,CD300C,N/A,N/A
gene:CD300E,Gene,CD300E,N/A,N/A
gene:CD300LB,Gene,CD300LB,N/A,N/A
gene:CD300LD,Gene,CD300LD,N/A,N/A
gene:CD300LF,Gene,CD300LF,N/A,N/A
gene:CD300LG,Gene,CD300LG,N/A,N/A
gene:CD302,Gene,CD302,N/A,N/A
gene:CD320,Gene,CD320,N/A,N/A
gene:CD33,Gene,CD33,N/A,N/A
gene:CD34,Gene,CD34,N/A,N/A
gene:CD36,Gene,CD36,N/A,N/A
gene:CD37,Gene,CD37,N/A,N/A
gene:CD38,Gene,CD38,N/A,N/A
gene:CD3D,Gene,CD3D,N/A,N/A
gene:CD3E,Gene,CD3E,N/A,N/A
gene:CD3EAP,Gene,CD3EAP,N/A,N/A
gene:CD3G,Gene,CD3G,N/A,N/A
gene:CD4,Gene,CD4,N/A,N/A
gene:CD40,Gene,CD40,N/A,N/A
gene:CD40LG,Gene,CD40LG,N/A,N/A
gene:CD44,Gene,CD44,N/A,N/A
gene:CD46,Gene,CD46,N/A,N/A
gene:CD47,Gene,CD47,N/A,N/A
gene:CD48,Gene,CD48,N/A,N/A
gene:CD5,Gene,CD5,N/A,N/A
gene:CD52,Gene,CD52,N/A,N/A
gene:CD53,Gene,CD53,N/A,N/A
gene:CD55,Gene,CD55,N/A,N/A
gene:CD58,Gene,CD58,N/A,0.994397
gene:CD59,Gene,CD59,N/A,N/A
gene:CD5L,Gene,CD5L,N/A,0.994961
gene:CD6,Gene,CD6,N/A,N/A
gene:CD63,Gene,CD63,N/A,N/A
gene:CD68,Gene,CD68,N/A,N/A
gene:CD69,Gene,CD69,N/A,N/A
gene:CD7,Gene,CD7,N/A,N/A
gene:CD70,Gene,CD70,N/A,N/A
gene:CD72,Gene,CD72,N/A,N/A
gene:CD74,Gene,CD74,N/A,N/A
gene:CD79A,Gene,CD79A,N/A,N/A
gene:CD79B,Gene,CD79B,N/A,N/A
gene:CD80,Gene,CD80,N/A,N/A
gene:CD81,Gene,CD81,N/A,N/A
gene:CD81-AS1,Gene,CD81-AS1,N/A,N/A
gene:CD82,Gene,CD82,N/A,N/A
gene:CD83,Gene,CD83,N/A,N/A
gene:CD84,Gene,CD84,N/A,N/A
gene:CD86,Gene,CD86,N/A,N/A
gene:CD8A,Gene,CD8A,N/A,N/A
gene:CD8B,Gene,CD8B,N/A,N/A
gene:CD9,Gene,CD9,N/A,N/A
gene:CD93,Gene,CD93,N/A,0.995691
gene:CD96,Gene,CD96,3.97358e-08,0.993795
gene:CD97,Gene,CD97,N/A,0.995625
gene:CD99,Gene,CD99,N/A,N/A
gene:CD99L2,Gene,CD99L2,N/A,N/A
gene:CD99P1,Gene,CD99P1,N/A,N/A
gene:CDA,Gene,CDA,N/A,N/A
gene:CDADC1,Gene,CDADC1,N/A,N/A
gene:CDAN1,Gene,CDAN1,N/A,0.995752
gene:CDC123,Gene,CDC123,N/A,N/A
gene:CDC14A,Gene,CDC14A,N/A,N/A
gene:CDC14B,Gene,CDC14B,N/A,N/A
gene:CDC16,Gene,CDC16,N/A,0.99602
gene:CDC20,Gene,CDC20,N/A,N/A
gene:CDC20B,Gene,CDC20B,N/A,0.99498
gene:CDC23,Gene,CDC23,N/A,0.994976
gene:CDC25A,Gene,CDC25A,N/A,0.995394
gene:CDC25B,Gene,CDC25B,0.273665,0.188213
gene:CDC25C,Gene,CDC25C,N/A,N/A
gene:CDC26,Gene,CDC26,N/A,N/A
gene:CDC27,Gene,CDC27,0.306509,0.352699
gene:CDC34,Gene,CDC34,N/A,N/A
gene:CDC37,Gene,CDC37,N/A,N/A
gene:CDC37L1,Gene,CDC37L1,N/A,N/A
gene:CDC40,Gene,CDC40,N/A,N/A
gene:CDC42,Gene,CDC42,N/A,N/A
gene:CDC42BPA,Gene,CDC42BPA,0.404872,0.421793
gene:CDC42BPB,Gene,CDC42BPB,N/A,0.995026
gene:CDC42BPG,Gene,CDC42BPG,0.116918,0.059842
gene:CDC42EP1,Gene,CDC42EP1,N/A,N/A
gene:CDC42EP2,Gene,CDC42EP2,N/A,N/A
gene:CDC42EP3,Gene,CDC42EP3,N/A,N/A
gene:CDC42EP4,Gene,CDC42EP4,N/A,N/A
gene:CDC42EP5,Gene,CDC42EP5,N/A,N/A
gene:CDC42SE1,Gene,CDC42SE1,N/A,N/A
gene:CDC42SE2,Gene,CDC42SE2,N/A,N/A
gene:CDC45,Gene,CDC45,N/A,N/A
gene:CDC5L,Gene,CDC5L,N/A,N/A
gene:CDC6,Gene,CDC6,N/A,N/A
gene:CDC7,Gene,CDC7,N/A,N/A
gene:CDC73,Gene,CDC73,0.0856564,0.0537576
gene:CDCA2,Gene,CDCA2,N/A,N/A
gene:CDCA3,Gene,CDCA3,N/A,N/A
gene:CDCA4,Gene,CDCA4,N/A,N/A
gene:CDCA5,Gene,CDCA5,N/A,N/A
gene:CDCA7,Gene,CDCA7,N/A,N/A
gene:CDCA7L,Gene,CDCA7L,N/A,0.995093
gene:CDCA8,Gene,CDCA8,N/A,N/A
gene:CDCP1,Gene,CDCP1,N/A,N/A
gene:CDCP2,Gene,CDCP2,N/A,N/A
gene:CDH1,Gene,CDH1,0.580739,0.652406
gene:CDH10,Gene,CDH10,0.17856,0.0292528
gene:CDH11,Gene,CDH11,N/A,0.995663
gene:CDH12,Gene,CDH12,N/A,0.995001
gene:CDH13,Gene,CDH13,N/A,0.995927
gene:CDH15,Gene,CDH15,N/A,N/A
gene:CDH16,Gene,CDH16,N/A,0.879917
gene:CDH17,Gene,CDH17,0.474057,0.535053
gene:CDH18,Gene,CDH18,0.358199,0.26057
gene:CDH19,Gene,CDH19,N/A,0.361285
gene:CDH2,Gene,CDH2,0.285791,0.27074
gene:CDH20,Gene,CDH20,N/A,0.994834
gene:CDH22,Gene,CDH22,0.0437968,0.0322681
gene:CDH23,Gene,CDH23,0.375282,0.257007
gene:CDH23-AS1,Gene,CDH23-AS1,N/A,N/A
gene:CDH24,Gene,CDH24,N/A,N/A
gene:CDH26,Gene,CDH26,N/A,0.994796
gene:CDH3,Gene,CDH3,N/A,N/A
gene:CDH4,Gene,CDH4,N/A,0.995769
gene:CDH5,Gene,CDH5,N/A,N/A
gene:CDH6,Gene,CDH6,0.0386078,0.00234053
gene:CDH7,Gene,CDH7,0.181991,0.0702103
gene:CDH8,Gene,CDH8,N/A,0.995976
gene:CDH9,Gene,CDH9,N/A,0.869037
gene:CDHR1,Gene,CDHR1,N/A,N/A
gene:CDHR2,Gene,CDHR2,N/A,0.995384
gene:CDHR3,Gene,CDHR3,0.22453,0.21686
gene:CDHR4,Gene,CDHR4,N/A,N/A
gene:CDHR5,Gene,CDHR5,N/A,0.995798
gene:CDIP1,Gene,CDIP1,N/A,N/A
gene:CDIPT,Gene,CDIPT,N/A,N/A
gene:CDK1,Gene,CDK1,N/A,N/A
gene:CDK10,Gene,CDK10,N/A,N/A
gene:CDK11A,Gene,CDK11A,N/A,N/A
gene:CDK11B,Gene,CDK11B,N/A,N/A
gene:CDK12,Gene,CDK12,N/A,0.995832
gene:CDK13,Gene,CDK13,N/A,0.994844
gene:CDK14,Gene,CDK14,0.229526,0.248939
gene:CDK15,Gene,CDK15,N/A,N/A
gene:CDK16,Gene,CDK16,N/A,N/A
gene:CDK17,Gene,CDK17,N/A,N/A
gene:CDK18,Gene,CDK18,N/A,N/A
gene:CDK19,Gene,CDK19,N/A,N/A
gene:CDK2,Gene,CDK2,N/A,N/A
gene:CDK20,Gene,CDK20,N/A,N/A
gene:CDK2AP1,Gene,CDK2AP1,N/A,N/A
gene:CDK2AP2,Gene,CDK2AP2,N/A,N/A
gene:CDK3,Gene,CDK3,N/A,N/A
gene:CDK4,Gene,CDK4,N/A,N/A
gene:CDK5,Gene,CDK5,N/A,N/A
gene:CDK5R1,Gene,CDK5R1,N/A,N/A
gene:CDK5R2,Gene,CDK5R2,N/A,N/A
gene:CDK5RAP1,Gene,CDK5RAP1,N/A,N/A
gene:CDK5RAP2,Gene,CDK5RAP2,N/A,0.995472
gene:CDK5RAP3,Gene,CDK5RAP3,N/A,N/A
gene:CDK6,Gene,CDK6,N/A,N/A
gene:CDK7,Gene,CDK7,N/A,N/A
gene:CDK8,Gene,CDK8,N/A,N/A
gene:CDK9,Gene,CDK9,N/A,N/A
gene:CDKAL1,Gene,CDKAL1,N/A,N/A
gene:CDKL1,Gene,CDKL1,N/A,N/A
gene:CDKL2,Gene,CDKL2,N/A,N/A
gene:CDKL3,Gene,CDKL3,N/A,N/A
gene:CDKL4,Gene,CDKL4,N/A,N/A
gene:CDKL5,Gene,CDKL5,0.211748,0.286242
gene:CDKN1A,Gene,CDKN1A,N/A,N/A
gene:CDKN1B,Gene,CDKN1B,N/A,N/A
gene:CDKN1C,Gene,CDKN1C,N/A,N/A
gene:CDKN2A,Gene,CDKN2A,N/A,N/A
gene:CDKN2AIP,Gene,CDKN2AIP,N/A,N/A
gene:CDKN2AIPNL,Gene,CDKN2AIPNL,N/A,N/A
gene:CDKN2B,Gene,CDKN2B,N/A,N/A
gene:CDKN2B-AS1,Gene,CDKN2B-AS1,N/A,N/A
gene:CDKN2C,Gene,CDKN2C,N/A,N/A
gene:CDKN2D,Gene,CDKN2D,N/A,N/A
gene:CDKN3,Gene,CDKN3,N/A,N/A
gene:CDNF,Gene,CDNF,N/A,N/A
gene:CDO1,Gene,CDO1,N/A,N/A
gene:CDON,Gene,CDON,0.447104,0.357029
gene:CDPF1,Gene,CDPF1,N/A,N/A
gene:CDR1,Gene,CDR1,N/A,N/A
gene:CDR2,Gene,CDR2,N/A,0.995967
gene:CDR2L,Gene,CDR2L,N/A,N/A
gene:CDRT1,Gene,CDRT1,N/A,N/A
gene:CDRT15,Gene,CDRT15,N/A,N/A
gene:CDRT4,Gene,CDRT4,N/A,N/A
gene:CDS1,Gene,CDS1,N/A,N/A
gene:CDS2,Gene,CDS2,N/A,N/A
gene:CDSN,Gene,CDSN,N/A,N/A
gene:CDT1,Gene,CDT1,N/A,N/A
gene:CDV3,Gene,CDV3,N/A,N/A
gene:CDX1,Gene,CDX1,N/A,N/A
gene:CDX2,Gene,CDX2,N/A,N/A
gene:CDX4,Gene,CDX4,N/A,N/A
gene:CDY2A,Gene,CDY2A,N/A,N/A
gene:CDYL,Gene,CDYL,0.207964,0.218848
gene:CDYL2,Gene,CDYL2,N/A,0.995005
gene:CEA,Gene,CEA,N/A,N/A
gene:CEACAM1,Gene,CEACAM1,N/A,N/A
gene:CEACAM16,Gene,CEACAM16,N/A,N/A
gene:CEACAM18,Gene,CEACAM18,N/A,0.994879
gene:CEACAM19,Gene,CEACAM19,N/A,N/A
gene:CEACAM20,Gene,CEACAM20,N/A,N/A
gene:CEACAM21,Gene,CEACAM21,N/A,N/A
gene:CEACAM3,Gene,CEACAM3,N/A,N/A
gene:CEACAM4,Gene,CEACAM4,N/A,N/A
gene:CEACAM5,Gene,CEACAM5,N/A,N/A
gene:CEACAM6,Gene,CEACAM6,N/A,N/A
gene:CEACAM7,Gene,CEACAM7,N/A,N/A
gene:CEACAM8,Gene,CEACAM8,N/A,N/A
gene:CEBPA,Gene,CEBPA,N/A,N/A
gene:CEBPB,Gene,CEBPB,N/A,N/A
gene:CEBPD,Gene,CEBPD,N/A,N/A
gene:CEBPE,Gene,CEBPE,N/A,N/A
gene:CEBPG,Gene,CEBPG,N/A,N/A
gene:CEBPZ,Gene,CEBPZ,N/A,N/A
gene:CEBPZ-AS1,Gene,CEBPZ-AS1,N/A,N/A
gene:CECR1,Gene,CECR1,N/A,N/A
gene:CECR2,Gene,CECR2,0.707878,0.77442
gene:CECR5,Gene,CECR5,N/A,N/A
gene:CECR5-AS1,Gene,CECR5-AS1,N/A,N/A
gene:CECR6,Gene,CECR6,N/A,N/A
gene:CECR7,Gene,CECR7,N/A,N/A
gene:CEL,Gene,CEL,N/A,0.974269
gene:CELA1,Gene,CELA1,N/A,N/A
gene:CELA2A,Gene,CELA2A,N/A,N/A
gene:CELA2B,Gene,CELA2B,N/A,N/A
gene:CELA3A,Gene,CELA3A,N/A,N/A
gene:CELA3B,Gene,CELA3B,N/A,N/A
gene:CELF1,Gene,CELF1,N/A,N/A
gene:CELF2,Gene,CELF2,N/A,N/A
gene:CELF3,Gene,CELF3,N/A,N/A
gene:CELF4,Gene,CELF4,N/A,0.995889
gene:CELF5,Gene,CELF5,N/A,N/A
gene:CELF6,Gene,CELF6,N/A,N/A
gene:CELP,Gene,CELP,N/A,N/A
gene:CELSR1,Gene,CELSR1,0.264291,0.132668
gene:CELSR2,Gene,CELSR2,N/A,0.995674
gene:CELSR3,Gene,CELSR3,0.597139,0.649656
gene:CEMP1,Gene,CEMP1,N/A,N/A
gene:CEND1,Gene,CEND1,N/A,N/A
gene:CENPA,Gene,CENPA,N/A,N/A
gene:CENPB,Gene,CENPB,N/A,N/A
gene:CENPBD1,Gene,CENPBD1,N/A,N/A
gene:CENPBD1P1,Gene,CENPBD1P1,N/A,N/A
gene:CENPC,Gene,CENPC,0.560153,0.610363
gene:CENPE,Gene,CENPE,0.320129,0.224056
gene:CENPF,Gene,CENPF,0.460557,0.379509
gene:CENPH,Gene,CENPH,N/A,N/A
gene:CENPI,Gene,CENPI,N/A,N/A
gene:CENPJ,Gene,CENPJ,0.839271,0.877236
gene:CENPK,Gene,CENPK,N/A,N/A
gene:CENPL,Gene,CENPL,N/A,N/A
gene:CENPM,Gene,CENPM,N/A,N/A
gene:CENPN,Gene,CENPN,N/A,0.994701
gene:CENPO,Gene,CENPO,N/A,N/A
gene:CENPP,Gene,CENPP,N/A,N/A
gene:CENPQ,Gene,CENPQ,N/A,N/A
gene:CENPT,Gene,CENPT,N/A,N/A
gene:CENPU,Gene,CENPU,N/A,N/A
gene:CENPV,Gene,CENPV,N/A,N/A
gene:CENPW,Gene,CENPW,N/A,N/A
gene:CEP104,Gene,CEP104,N/A,0.994673
gene:CEP112,Gene,CEP112,N/A,0.995686
gene:CEP120,Gene,CEP120,0.396224,0.430792
gene:CEP128,Gene,CEP128,N/A,0.994878
gene:CEP135,Gene,CEP135,N/A,0.994661
gene:CEP152,Gene,CEP152,N/A,0.994979
gene:CEP164,Gene,CEP164,N/A,0.994577
gene:CEP170,Gene,CEP170,0.64032,0.68794
gene:CEP170B,Gene,CEP170B,0.0514573,0.0416951
gene:CEP170P1,Gene,CEP170P1,N/A,N/A
gene:CEP19,Gene,CEP19,N/A,N/A
gene:CEP192,Gene,CEP192,0.400069,0.420844
gene:CEP250,Gene,CEP250,0.934264,0.940339
gene:CEP290,Gene,CEP290,0.452891,0.481912
gene:CEP350,Gene,CEP350,0.580233,0.636722
gene:CEP41,Gene,CEP41,N/A,N/A
gene:CEP44,Gene,CEP44,N/A,N/A
gene:CEP55,Gene,CEP55,N/A,N/A
gene:CEP57,Gene,CEP57,N/A,N/A
gene:CEP57L1,Gene,CEP57L1,N/A,N/A
gene:CEP63,Gene,CEP63,N/A,0.99629
gene:CEP68,Gene,CEP68,N/A,N/A
gene:CEP70,Gene,CEP70,N/A,0.994986
gene:CEP72,Gene,CEP72,N/A,N/A
gene:CEP76,Gene,CEP76,N/A,N/A
gene:CEP78,Gene,CEP78,N/A,0.99596
gene:CEP85,Gene,CEP85,N/A,N/A
gene:CEP85L,Gene,CEP85L,N/A,0.49225
gene:CEP89,Gene,CEP89,N/A,0.995052
gene:CEP95,Gene,CEP95,N/A,0.995933
gene:CEP97,Gene,CEP97,N/A,N/A
gene:CEPT1,Gene,CEPT1,N/A,N/A
