~id,~label,symbol:String,exp_hr_coeff:String,hr_pval:String
gene:SLC28A3,Gene,SLC28A3,N/A,N/A
gene:SLC29A1,Gene,SLC29A1,N/A,N/A
gene:SLC29A2,Gene,SLC29A2,N/A,N/A
gene:SLC29A3,Gene,SLC29A3,N/A,N/A
gene:SLC29A4,Gene,SLC29A4,N/A,N/A
gene:SLC2A1,Gene,SLC2A1,N/A,N/A
gene:SLC2A10,Gene,SLC2A10,N/A,N/A
gene:SLC2A11,Gene,SLC2A11,N/A,N/A
gene:SLC2A12,Gene,SLC2A12,N/A,N/A
gene:SLC2A13,Gene,SLC2A13,N/A,0.99498
gene:SLC2A14,Gene,SLC2A14,N/A,0.283132
gene:SLC2A2,Gene,SLC2A2,0.28398,0.322976
gene:SLC2A3,Gene,SLC2A3,0.0238463,0.0107337
gene:SLC2A4,Gene,SLC2A4,N/A,0.995925
gene:SLC2A4RG,Gene,SLC2A4RG,N/A,N/A
gene:SLC2A5,Gene,SLC2A5,N/A,0.995423
gene:SLC2A6,Gene,SLC2A6,N/A,N/A
gene:SLC2A7,Gene,SLC2A7,N/A,0.994816
gene:SLC2A8,Gene,SLC2A8,N/A,N/A
gene:SLC2A9,Gene,SLC2A9,N/A,0.995725
gene:SLC30A1,Gene,SLC30A1,N/A,N/A
gene:SLC30A10,Gene,SLC30A10,N/A,N/A
gene:SLC30A2,Gene,SLC30A2,N/A,N/A
gene:SLC30A3,Gene,SLC30A3,N/A,N/A
gene:SLC30A4,Gene,SLC30A4,N/A,N/A
gene:SLC30A5,Gene,SLC30A5,N/A,N/A
gene:SLC30A6,Gene,SLC30A6,N/A,N/A
gene:SLC30A7,Gene,SLC30A7,N/A,N/A
gene:SLC30A8,Gene,SLC30A8,N/A,N/A
gene:SLC30A9,Gene,SLC30A9,N/A,0.995299
gene:SLC31A1,Gene,SLC31A1,N/A,N/A
gene:SLC31A2,Gene,SLC31A2,N/A,N/A
gene:SLC32A1,Gene,SLC32A1,N/A,N/A
gene:SLC33A1,Gene,SLC33A1,N/A,N/A
gene:SLC34A1,Gene,SLC34A1,N/A,0.995565
gene:SLC34A2,Gene,SLC34A2,N/A,0.994638
gene:SLC34A3,Gene,SLC34A3,N/A,N/A
gene:SLC35A1,Gene,SLC35A1,N/A,N/A
gene:SLC35A2,Gene,SLC35A2,N/A,N/A
gene:SLC35A3,Gene,SLC35A3,N/A,N/A
gene:SLC35A4,Gene,SLC35A4,N/A,N/A
gene:SLC35A5,Gene,SLC35A5,N/A,N/A
gene:SLC35B1,Gene,SLC35B1,N/A,N/A
gene:SLC35B2,Gene,SLC35B2,N/A,N/A
gene:SLC35B3,Gene,SLC35B3,N/A,N/A
gene:SLC35B4,Gene,SLC35B4,N/A,N/A
gene:SLC35C1,Gene,SLC35C1,N/A,N/A
gene:SLC35C2,Gene,SLC35C2,N/A,N/A
gene:SLC35D1,Gene,SLC35D1,N/A,N/A
gene:SLC35D2,Gene,SLC35D2,N/A,N/A
gene:SLC35D3,Gene,SLC35D3,N/A,N/A
gene:SLC35E1,Gene,SLC35E1,N/A,N/A
gene:SLC35E2,Gene,SLC35E2,N/A,N/A
gene:SLC35E2B,Gene,SLC35E2B,N/A,N/A
gene:SLC35E3,Gene,SLC35E3,N/A,N/A
gene:SLC35E4,Gene,SLC35E4,N/A,N/A
gene:SLC35F1,Gene,SLC35F1,N/A,N/A
gene:SLC35F2,Gene,SLC35F2,N/A,N/A
gene:SLC35F3,Gene,SLC35F3,0.478148,0.563811
gene:SLC35F4,Gene,SLC35F4,N/A,N/A
gene:SLC35F5,Gene,SLC35F5,N/A,N/A
gene:SLC35F6,Gene,SLC35F6,N/A,N/A
gene:SLC35G1,Gene,SLC35G1,N/A,N/A
gene:SLC35G2,Gene,SLC35G2,N/A,N/A
gene:SLC35G3,Gene,SLC35G3,N/A,0.994388
gene:SLC35G5,Gene,SLC35G5,N/A,N/A
gene:SLC35G6,Gene,SLC35G6,N/A,N/A
gene:SLC36A1,Gene,SLC36A1,N/A,N/A
gene:SLC36A2,Gene,SLC36A2,N/A,N/A
gene:SLC36A3,Gene,SLC36A3,N/A,N/A
gene:SLC36A4,Gene,SLC36A4,N/A,N/A
gene:SLC37A1,Gene,SLC37A1,N/A,N/A
gene:SLC37A2,Gene,SLC37A2,N/A,N/A
gene:SLC37A3,Gene,SLC37A3,N/A,N/A
gene:SLC37A4,Gene,SLC37A4,N/A,N/A
gene:SLC38A1,Gene,SLC38A1,N/A,0.99606
gene:SLC38A10,Gene,SLC38A10,0.484782,0.495037
gene:SLC38A11,Gene,SLC38A11,N/A,N/A
gene:SLC38A2,Gene,SLC38A2,N/A,N/A
gene:SLC38A3,Gene,SLC38A3,N/A,0.995891
gene:SLC38A4,Gene,SLC38A4,N/A,N/A
gene:SLC38A5,Gene,SLC38A5,N/A,N/A
gene:SLC38A6,Gene,SLC38A6,N/A,N/A
gene:SLC38A7,Gene,SLC38A7,N/A,N/A
gene:SLC38A8,Gene,SLC38A8,N/A,N/A
gene:SLC38A9,Gene,SLC38A9,0.0569331,0.0495902
gene:SLC39A1,Gene,SLC39A1,N/A,N/A
gene:SLC39A10,Gene,SLC39A10,N/A,0.995915
gene:SLC39A11,Gene,SLC39A11,N/A,N/A
gene:SLC39A12,Gene,SLC39A12,N/A,0.99492
gene:SLC39A13,Gene,SLC39A13,N/A,N/A
gene:SLC39A14,Gene,SLC39A14,N/A,N/A
gene:SLC39A2,Gene,SLC39A2,N/A,N/A
gene:SLC39A3,Gene,SLC39A3,N/A,N/A
gene:SLC39A4,Gene,SLC39A4,N/A,N/A
gene:SLC39A5,Gene,SLC39A5,N/A,0.996182
gene:SLC39A6,Gene,SLC39A6,N/A,N/A
gene:SLC39A7,Gene,SLC39A7,N/A,N/A
gene:SLC39A8,Gene,SLC39A8,N/A,N/A
gene:SLC39A9,Gene,SLC39A9,N/A,N/A
gene:SLC3A1,Gene,SLC3A1,N/A,N/A
gene:SLC3A2,Gene,SLC3A2,N/A,0.996052
gene:SLC40A1,Gene,SLC40A1,N/A,N/A
gene:SLC41A1,Gene,SLC41A1,0.246786,0.336165
gene:SLC41A2,Gene,SLC41A2,N/A,N/A
gene:SLC41A3,Gene,SLC41A3,N/A,N/A
gene:SLC43A1,Gene,SLC43A1,N/A,N/A
gene:SLC43A2,Gene,SLC43A2,N/A,N/A
gene:SLC43A3,Gene,SLC43A3,N/A,0.995681
gene:SLC44A1,Gene,SLC44A1,0.142184,0.106819
gene:SLC44A2,Gene,SLC44A2,N/A,N/A
gene:SLC44A3,Gene,SLC44A3,N/A,N/A
gene:SLC44A4,Gene,SLC44A4,0.82757,0.871646
gene:SLC44A5,Gene,SLC44A5,0.489833,0.523395
gene:SLC45A1,Gene,SLC45A1,0.718602,0.777962
gene:SLC45A2,Gene,SLC45A2,N/A,N/A
gene:SLC45A3,Gene,SLC45A3,0.0871956,0.0562728
gene:SLC45A4,Gene,SLC45A4,0.452927,0.512027
gene:SLC46A1,Gene,SLC46A1,N/A,N/A
gene:SLC46A2,Gene,SLC46A2,N/A,N/A
gene:SLC46A3,Gene,SLC46A3,0.133559,0.168087
gene:SLC47A1,Gene,SLC47A1,N/A,N/A
gene:SLC47A2,Gene,SLC47A2,N/A,N/A
gene:SLC48A1,Gene,SLC48A1,N/A,N/A
gene:SLC4A1,Gene,SLC4A1,N/A,0.996081
gene:SLC4A10,Gene,SLC4A10,N/A,0.99424
gene:SLC4A11,Gene,SLC4A11,N/A,0.994507
gene:SLC4A1AP,Gene,SLC4A1AP,N/A,0.995129
gene:SLC4A2,Gene,SLC4A2,N/A,0.995717
gene:SLC4A3,Gene,SLC4A3,0.040094,0.00813179
gene:SLC4A4,Gene,SLC4A4,N/A,0.99591
gene:SLC4A5,Gene,SLC4A5,N/A,0.995035
gene:SLC4A7,Gene,SLC4A7,N/A,0.995708
gene:SLC4A8,Gene,SLC4A8,0.139293,0.176231
gene:SLC4A9,Gene,SLC4A9,0.126732,0.0739587
gene:SLC50A1,Gene,SLC50A1,N/A,N/A
gene:SLC51A,Gene,SLC51A,N/A,N/A
gene:SLC51B,Gene,SLC51B,N/A,N/A
gene:SLC52A1,Gene,SLC52A1,N/A,N/A
gene:SLC52A2,Gene,SLC52A2,N/A,N/A
gene:SLC52A3,Gene,SLC52A3,N/A,N/A
gene:SLC5A1,Gene,SLC5A1,N/A,N/A
gene:SLC5A10,Gene,SLC5A10,N/A,N/A
gene:SLC5A11,Gene,SLC5A11,N/A,N/A
gene:SLC5A12,Gene,SLC5A12,N/A,N/A
gene:SLC5A2,Gene,SLC5A2,N/A,0.994196
gene:SLC5A3,Gene,SLC5A3,0.308417,0.41971
gene:SLC5A4,Gene,SLC5A4,N/A,N/A
gene:SLC5A5,Gene,SLC5A5,N/A,0.995884
gene:SLC5A6,Gene,SLC5A6,0.865575,0.999982
gene:SLC5A7,Gene,SLC5A7,N/A,N/A
gene:SLC5A8,Gene,SLC5A8,0.41588,0.46676
gene:SLC5A9,Gene,SLC5A9,N/A,0.996196
gene:SLC6A1,Gene,SLC6A1,N/A,0.994982
gene:SLC6A10P,Gene,SLC6A10P,N/A,N/A
gene:SLC6A11,Gene,SLC6A11,N/A,N/A
gene:SLC6A12,Gene,SLC6A12,N/A,0.995734
gene:SLC6A13,Gene,SLC6A13,N/A,0.995305
gene:SLC6A14,Gene,SLC6A14,N/A,N/A
gene:SLC6A15,Gene,SLC6A15,N/A,0.994049
gene:SLC6A16,Gene,SLC6A16,N/A,N/A
gene:SLC6A17,Gene,SLC6A17,N/A,N/A
gene:SLC6A18,Gene,SLC6A18,N/A,N/A
gene:SLC6A19,Gene,SLC6A19,N/A,N/A
gene:SLC6A2,Gene,SLC6A2,N/A,0.995856
gene:SLC6A20,Gene,SLC6A20,N/A,0.996154
gene:SLC6A3,Gene,SLC6A3,N/A,0.995866
gene:SLC6A4,Gene,SLC6A4,N/A,N/A
gene:SLC6A5,Gene,SLC6A5,0.368461,0.407081
gene:SLC6A6,Gene,SLC6A6,N/A,N/A
gene:SLC6A7,Gene,SLC6A7,N/A,N/A
gene:SLC6A8,Gene,SLC6A8,N/A,N/A
gene:SLC6A9,Gene,SLC6A9,N/A,N/A
gene:SLC7A1,Gene,SLC7A1,N/A,N/A
gene:SLC7A10,Gene,SLC7A10,N/A,N/A
gene:SLC7A11,Gene,SLC7A11,N/A,0.995998
gene:SLC7A13,Gene,SLC7A13,N/A,N/A
gene:SLC7A14,Gene,SLC7A14,N/A,N/A
gene:SLC7A2,Gene,SLC7A2,0.041037,0.0126622
gene:SLC7A3,Gene,SLC7A3,N/A,0.995972
gene:SLC7A4,Gene,SLC7A4,N/A,N/A
gene:SLC7A5,Gene,SLC7A5,N/A,N/A
gene:SLC7A6,Gene,SLC7A6,N/A,N/A
gene:SLC7A6OS,Gene,SLC7A6OS,N/A,N/A
gene:SLC7A7,Gene,SLC7A7,N/A,N/A
gene:SLC7A8,Gene,SLC7A8,N/A,N/A
gene:SLC7A9,Gene,SLC7A9,N/A,N/A
gene:SLC8A1,Gene,SLC8A1,0.436333,0.478085
gene:SLC8A2,Gene,SLC8A2,0.277578,0.273601
gene:SLC8A3,Gene,SLC8A3,N/A,N/A
gene:SLC8B1,Gene,SLC8B1,N/A,0.995123
gene:SLC9A1,Gene,SLC9A1,N/A,0.995706
gene:SLC9A2,Gene,SLC9A2,N/A,N/A
gene:SLC9A3,Gene,SLC9A3,N/A,0.995282
gene:SLC9A3R1,Gene,SLC9A3R1,N/A,N/A
gene:SLC9A3R2,Gene,SLC9A3R2,N/A,N/A
gene:SLC9A4,Gene,SLC9A4,0.865582,0.999982
gene:SLC9A5,Gene,SLC9A5,N/A,0.996633
gene:SLC9A6,Gene,SLC9A6,N/A,N/A
gene:SLC9A7,Gene,SLC9A7,0.354329,0.41484
gene:SLC9A7P1,Gene,SLC9A7P1,N/A,0.995909
gene:SLC9A8,Gene,SLC9A8,N/A,0.993995
gene:SLC9A9,Gene,SLC9A9,0.443265,0.5227
gene:SLC9B1,Gene,SLC9B1,N/A,0.996344
gene:SLC9B2,Gene,SLC9B2,N/A,N/A
gene:SLC9C1,Gene,SLC9C1,N/A,0.99594
gene:SLC9C2,Gene,SLC9C2,0.421611,0.452767
gene:SLCO1A2,Gene,SLCO1A2,N/A,0.995206
gene:SLCO1B1,Gene,SLCO1B1,N/A,0.995642
gene:SLCO1B3,Gene,SLCO1B3,0.299216,0.316307
gene:SLCO1B7,Gene,SLCO1B7,N/A,0.994893
gene:SLCO1C1,Gene,SLCO1C1,N/A,N/A
gene:SLCO2A1,Gene,SLCO2A1,N/A,0.9959
gene:SLCO2B1,Gene,SLCO2B1,N/A,N/A
gene:SLCO3A1,Gene,SLCO3A1,0.0939265,0.0439771
gene:SLCO4A1,Gene,SLCO4A1,0.312888,0.315855
gene:SLCO4C1,Gene,SLCO4C1,N/A,0.99508
gene:SLCO5A1,Gene,SLCO5A1,N/A,0.862922
gene:SLCO6A1,Gene,SLCO6A1,0.384813,0.41566
gene:SLFN11,Gene,SLFN11,0.0880508,0.0448625
gene:SLFN12,Gene,SLFN12,N/A,N/A
gene:SLFN12L,Gene,SLFN12L,N/A,0.624874
gene:SLFN13,Gene,SLFN13,N/A,0.995519
gene:SLFN14,Gene,SLFN14,N/A,0.995857
gene:SLFN5,Gene,SLFN5,0.347241,0.358964
gene:SLFNL1,Gene,SLFNL1,N/A,0.995371
gene:SLIRP,Gene,SLIRP,N/A,N/A
gene:SLIT1,Gene,SLIT1,N/A,0.995632
gene:SLIT2,Gene,SLIT2,0.299552,0.219441
gene:SLIT3,Gene,SLIT3,N/A,0.993821
gene:SLITRK1,Gene,SLITRK1,N/A,0.994438
gene:SLITRK2,Gene,SLITRK2,0.259924,0.249871
gene:SLITRK3,Gene,SLITRK3,N/A,0.995669
gene:SLITRK4,Gene,SLITRK4,0.0958214,0.0290146
gene:SLITRK5,Gene,SLITRK5,0.0511334,0.0140459
gene:SLITRK6,Gene,SLITRK6,0.603218,0.69122
gene:SLK,Gene,SLK,N/A,0.994566
gene:SLMAP,Gene,SLMAP,N/A,N/A
gene:SLMO1,Gene,SLMO1,N/A,N/A
gene:SLMO2,Gene,SLMO2,N/A,N/A
gene:SLN,Gene,SLN,N/A,N/A
gene:SLPI,Gene,SLPI,N/A,N/A
gene:SLTM,Gene,SLTM,N/A,0.994978
gene:SLU7,Gene,SLU7,N/A,N/A
gene:SLURP1,Gene,SLURP1,N/A,N/A
gene:SLX1A,Gene,SLX1A,N/A,N/A
gene:SLX1B,Gene,SLX1B,N/A,N/A
gene:SLX4,Gene,SLX4,0.54952,0.608607
gene:SLX4IP,Gene,SLX4IP,N/A,N/A
gene:SMAD1,Gene,SMAD1,N/A,N/A
gene:SMAD2,Gene,SMAD2,0.229429,0.0956385
gene:SMAD3,Gene,SMAD3,0.759691,0.8195
gene:SMAD4,Gene,SMAD4,0.440802,0.247274
gene:SMAD5,Gene,SMAD5,N/A,N/A
gene:SMAD6,Gene,SMAD6,N/A,N/A
gene:SMAD7,Gene,SMAD7,N/A,N/A
gene:SMAD9,Gene,SMAD9,0.734224,0.797765
gene:SMAGP,Gene,SMAGP,N/A,N/A
gene:SMAP1,Gene,SMAP1,N/A,N/A
gene:SMAP2,Gene,SMAP2,N/A,N/A
gene:SMARCA1,Gene,SMARCA1,N/A,0.995851
gene:SMARCA2,Gene,SMARCA2,N/A,0.827234
gene:SMARCA4,Gene,SMARCA4,0.384304,0.272292
gene:SMARCA5,Gene,SMARCA5,0.450414,0.531962
gene:SMARCAD1,Gene,SMARCAD1,0.287843,0.289199
gene:SMARCAL1,Gene,SMARCAL1,0.288938,0.28235
gene:SMARCB1,Gene,SMARCB1,N/A,0.994431
gene:SMARCC1,Gene,SMARCC1,N/A,0.995381
gene:SMARCC2,Gene,SMARCC2,N/A,0.99605
gene:SMARCD1,Gene,SMARCD1,N/A,N/A
gene:SMARCD2,Gene,SMARCD2,0.155223,0.144264
gene:SMARCD3,Gene,SMARCD3,N/A,N/A
gene:SMARCE1,Gene,SMARCE1,N/A,N/A
gene:SMC1A,Gene,SMC1A,N/A,0.99518
gene:SMC1B,Gene,SMC1B,0.741604,0.804049
gene:SMC2,Gene,SMC2,0.465473,0.525454
gene:SMC3,Gene,SMC3,0.0885098,0.0577733
gene:SMC4,Gene,SMC4,N/A,0.995271
gene:SMC5,Gene,SMC5,N/A,0.995114
gene:SMC6,Gene,SMC6,N/A,N/A
gene:SMCHD1,Gene,SMCHD1,0.322353,0.318371
gene:SMCO1,Gene,SMCO1,N/A,N/A
gene:SMCO2,Gene,SMCO2,N/A,N/A
gene:SMCO3,Gene,SMCO3,N/A,N/A
gene:SMCO4,Gene,SMCO4,N/A,N/A
gene:SMCP,Gene,SMCP,N/A,N/A
gene:SMCR8,Gene,SMCR8,N/A,0.994218
gene:SMDT1,Gene,SMDT1,N/A,N/A
gene:SMEK1,Gene,SMEK1,N/A,N/A
gene:SMEK2,Gene,SMEK2,N/A,N/A
gene:SMG1,Gene,SMG1,0.922388,0.943898
gene:SMG1P1,Gene,SMG1P1,N/A,N/A
gene:SMG5,Gene,SMG5,N/A,0.994964
gene:SMG6,Gene,SMG6,N/A,0.994141
gene:SMG7,Gene,SMG7,N/A,0.996383
gene:SMG8,Gene,SMG8,N/A,0.995384
gene:SMG9,Gene,SMG9,N/A,N/A
gene:SMIM1,Gene,SMIM1,N/A,N/A
gene:SMIM10,Gene,SMIM10,N/A,N/A
gene:SMIM11,Gene,SMIM11,N/A,N/A
gene:SMIM12,Gene,SMIM12,N/A,N/A
gene:SMIM13,Gene,SMIM13,N/A,N/A
gene:SMIM14,Gene,SMIM14,N/A,N/A
gene:SMIM15,Gene,SMIM15,N/A,N/A
gene:SMIM17,Gene,SMIM17,N/A,N/A
gene:SMIM19,Gene,SMIM19,N/A,N/A
gene:SMIM2,Gene,SMIM2,N/A,N/A
gene:SMIM20,Gene,SMIM20,N/A,N/A
gene:SMIM21,Gene,SMIM21,N/A,N/A
gene:SMIM22,Gene,SMIM22,N/A,N/A
gene:SMIM3,Gene,SMIM3,N/A,N/A
gene:SMIM4,Gene,SMIM4,N/A,N/A
gene:SMIM5,Gene,SMIM5,N/A,N/A
gene:SMIM6,Gene,SMIM6,N/A,N/A
gene:SMIM7,Gene,SMIM7,N/A,N/A
gene:SMIM8,Gene,SMIM8,N/A,N/A
gene:SMKR1,Gene,SMKR1,N/A,N/A
gene:SMLR1,Gene,SMLR1,N/A,N/A
gene:SMN1,Gene,SMN1,N/A,N/A
gene:SMN2,Gene,SMN2,N/A,N/A
gene:SMNDC1,Gene,SMNDC1,N/A,N/A
gene:SMO,Gene,SMO,N/A,0.995143
gene:SMOC1,Gene,SMOC1,N/A,N/A
gene:SMOC2,Gene,SMOC2,N/A,N/A
gene:SMOX,Gene,SMOX,N/A,N/A
gene:SMPD1,Gene,SMPD1,N/A,0.995334
gene:SMPD2,Gene,SMPD2,N/A,N/A
gene:SMPD3,Gene,SMPD3,N/A,N/A
gene:SMPD4,Gene,SMPD4,N/A,N/A
gene:SMPD4P1,Gene,SMPD4P1,N/A,N/A
gene:SMPDL3A,Gene,SMPDL3A,N/A,N/A
gene:SMPDL3B,Gene,SMPDL3B,N/A,N/A
gene:SMPX,Gene,SMPX,N/A,N/A
gene:SMR3A,Gene,SMR3A,N/A,N/A
gene:SMR3B,Gene,SMR3B,N/A,N/A
gene:SMS,Gene,SMS,N/A,N/A
gene:SMTN,Gene,SMTN,N/A,0.996009
gene:SMTNL1,Gene,SMTNL1,N/A,N/A
gene:SMTNL2,Gene,SMTNL2,N/A,N/A
gene:SMU1,Gene,SMU1,N/A,N/A
gene:SMUG1,Gene,SMUG1,N/A,N/A
gene:SMURF1,Gene,SMURF1,N/A,N/A
gene:SMURF2,Gene,SMURF2,N/A,N/A
gene:SMURF2P1,Gene,SMURF2P1,N/A,N/A
gene:SMYD1,Gene,SMYD1,0.285688,0.325553
gene:SMYD2,Gene,SMYD2,N/A,N/A
gene:SMYD3,Gene,SMYD3,N/A,N/A
gene:SMYD4,Gene,SMYD4,N/A,N/A
gene:SMYD5,Gene,SMYD5,N/A,N/A
gene:SNAI1,Gene,SNAI1,N/A,N/A
gene:SNAI2,Gene,SNAI2,N/A,N/A
gene:SNAI3,Gene,SNAI3,N/A,N/A
gene:SNAP23,Gene,SNAP23,N/A,N/A
gene:SNAP25,Gene,SNAP25,N/A,N/A
gene:SNAP29,Gene,SNAP29,N/A,N/A
gene:SNAP47,Gene,SNAP47,N/A,N/A
gene:SNAP91,Gene,SNAP91,N/A,0.995205
gene:SNAPC1,Gene,SNAPC1,0.283296,0.295863
gene:SNAPC2,Gene,SNAPC2,N/A,N/A
gene:SNAPC3,Gene,SNAPC3,N/A,N/A
gene:SNAPC4,Gene,SNAPC4,N/A,0.995158
gene:SNAPC5,Gene,SNAPC5,N/A,N/A
gene:SNAPC5P1,Gene,SNAPC5P1,N/A,N/A
gene:SNAPIN,Gene,SNAPIN,N/A,N/A
gene:SNCA,Gene,SNCA,N/A,N/A
gene:SNCAIP,Gene,SNCAIP,N/A,N/A
gene:SNCB,Gene,SNCB,N/A,N/A
gene:SNCG,Gene,SNCG,N/A,N/A
gene:SND1,Gene,SND1,N/A,0.996124
gene:SNED1,Gene,SNED1,N/A,0.994392
gene:SNF8,Gene,SNF8,N/A,N/A
gene:SNHG11,Gene,SNHG11,N/A,N/A
gene:SNHG14,Gene,SNHG14,N/A,N/A
gene:SNHG15,Gene,SNHG15,N/A,N/A
gene:SNHG16,Gene,SNHG16,N/A,N/A
gene:SNHG5,Gene,SNHG5,N/A,N/A
gene:SNIP1,Gene,SNIP1,0.818902,0.875072
gene:SNN,Gene,SNN,N/A,N/A
gene:SNORA15,Gene,SNORA15,N/A,N/A
gene:SNORA22,Gene,SNORA22,N/A,N/A
gene:SNORA26,Gene,SNORA26,N/A,N/A
gene:SNORA3,Gene,SNORA3,N/A,N/A
gene:SNORA60,Gene,SNORA60,N/A,N/A
gene:SNORA71A,Gene,SNORA71A,N/A,N/A
gene:SNORA71B,Gene,SNORA71B,N/A,N/A
gene:SNORA71C,Gene,SNORA71C,N/A,N/A
gene:SNORA71D,Gene,SNORA71D,N/A,N/A
gene:SNORA73B,Gene,SNORA73B,N/A,N/A
gene:SNORA74,Gene,SNORA74,N/A,N/A
gene:SNORA74A,Gene,SNORA74A,N/A,N/A
gene:SNORA7B,Gene,SNORA7B,N/A,N/A
gene:SNORD108,Gene,SNORD108,N/A,N/A
gene:SNORD109A,Gene,SNORD109A,N/A,N/A
gene:SNORD109B,Gene,SNORD109B,N/A,N/A
gene:SNORD113-1,Gene,SNORD113-1,N/A,N/A
gene:SNORD113-2,Gene,SNORD113-2,N/A,N/A
gene:SNORD113-3,Gene,SNORD113-3,N/A,N/A
gene:SNORD113-4,Gene,SNORD113-4,N/A,N/A
gene:SNORD113-5,Gene,SNORD113-5,N/A,N/A
gene:SNORD113-6,Gene,SNORD113-6,N/A,N/A
gene:SNORD113-7,Gene,SNORD113-7,N/A,N/A
gene:SNORD113-8,Gene,SNORD113-8,N/A,N/A
gene:SNORD113-9,Gene,SNORD113-9,N/A,N/A
gene:SNORD114-1,Gene,SNORD114-1,N/A,N/A
gene:SNORD114-11,Gene,SNORD114-11,N/A,N/A
gene:SNORD114-12,Gene,SNORD114-12,N/A,N/A
gene:SNORD114-13,Gene,SNORD114-13,N/A,N/A
gene:SNORD114-14,Gene,SNORD114-14,N/A,N/A
gene:SNORD114-15,Gene,SNORD114-15,N/A,N/A
gene:SNORD114-16,Gene,SNORD114-16,N/A,N/A
gene:SNORD114-17,Gene,SNORD114-17,N/A,N/A
gene:SNORD114-18,Gene,SNORD114-18,N/A,N/A
gene:SNORD114-19,Gene,SNORD114-19,N/A,N/A
gene:SNORD114-2,Gene,SNORD114-2,N/A,N/A
gene:SNORD114-20,Gene,SNORD114-20,N/A,N/A
gene:SNORD114-21,Gene,SNORD114-21,N/A,N/A
gene:SNORD114-22,Gene,SNORD114-22,N/A,N/A
gene:SNORD114-23,Gene,SNORD114-23,N/A,N/A
gene:SNORD114-24,Gene,SNORD114-24,N/A,N/A
gene:SNORD114-25,Gene,SNORD114-25,N/A,N/A
gene:SNORD114-26,Gene,SNORD114-26,N/A,N/A
gene:SNORD114-27,Gene,SNORD114-27,N/A,N/A
gene:SNORD114-28,Gene,SNORD114-28,N/A,N/A
gene:SNORD114-29,Gene,SNORD114-29,N/A,N/A
gene:SNORD114-3,Gene,SNORD114-3,N/A,N/A
gene:SNORD114-30,Gene,SNORD114-30,N/A,N/A
gene:SNORD114-31,Gene,SNORD114-31,N/A,N/A
gene:SNORD114-4,Gene,SNORD114-4,N/A,N/A
gene:SNORD114-5,Gene,SNORD114-5,N/A,N/A
gene:SNORD114-6,Gene,SNORD114-6,N/A,N/A
gene:SNORD114-7,Gene,SNORD114-7,N/A,N/A
gene:SNORD114-9,Gene,SNORD114-9,N/A,N/A
gene:SNORD115-1,Gene,SNORD115-1,N/A,N/A
gene:SNORD115-10,Gene,SNORD115-10,N/A,N/A
gene:SNORD115-11,Gene,SNORD115-11,N/A,N/A
gene:SNORD115-12,Gene,SNORD115-12,N/A,N/A
gene:SNORD115-14,Gene,SNORD115-14,N/A,N/A
gene:SNORD115-15,Gene,SNORD115-15,N/A,N/A
gene:SNORD115-16,Gene,SNORD115-16,N/A,N/A
gene:SNORD115-17,Gene,SNORD115-17,N/A,N/A
gene:SNORD115-18,Gene,SNORD115-18,N/A,N/A
gene:SNORD115-19,Gene,SNORD115-19,N/A,N/A
gene:SNORD115-2,Gene,SNORD115-2,N/A,N/A
gene:SNORD115-20,Gene,SNORD115-20,N/A,N/A
gene:SNORD115-21,Gene,SNORD115-21,N/A,N/A
gene:SNORD115-22,Gene,SNORD115-22,N/A,N/A
gene:SNORD115-23,Gene,SNORD115-23,N/A,N/A
gene:SNORD115-24,Gene,SNORD115-24,N/A,N/A
gene:SNORD115-25,Gene,SNORD115-25,N/A,N/A
gene:SNORD115-27,Gene,SNORD115-27,N/A,N/A
gene:SNORD115-28,Gene,SNORD115-28,N/A,N/A
gene:SNORD115-29,Gene,SNORD115-29,N/A,N/A
gene:SNORD115-3,Gene,SNORD115-3,N/A,N/A
gene:SNORD115-30,Gene,SNORD115-30,N/A,N/A
gene:SNORD115-31,Gene,SNORD115-31,N/A,N/A
gene:SNORD115-32,Gene,SNORD115-32,N/A,N/A
gene:SNORD115-33,Gene,SNORD115-33,N/A,N/A
gene:SNORD115-34,Gene,SNORD115-34,N/A,N/A
gene:SNORD115-35,Gene,SNORD115-35,N/A,N/A
gene:SNORD115-36,Gene,SNORD115-36,N/A,N/A
gene:SNORD115-37,Gene,SNORD115-37,N/A,N/A
gene:SNORD115-38,Gene,SNORD115-38,N/A,N/A
gene:SNORD115-39,Gene,SNORD115-39,N/A,N/A
gene:SNORD115-4,Gene,SNORD115-4,N/A,N/A
gene:SNORD115-40,Gene,SNORD115-40,N/A,N/A
gene:SNORD115-41,Gene,SNORD115-41,N/A,N/A
gene:SNORD115-42,Gene,SNORD115-42,N/A,N/A
gene:SNORD115-43,Gene,SNORD115-43,N/A,N/A
gene:SNORD115-44,Gene,SNORD115-44,N/A,N/A
gene:SNORD115-48,Gene,SNORD115-48,N/A,N/A
gene:SNORD115-5,Gene,SNORD115-5,N/A,N/A
gene:SNORD115-6,Gene,SNORD115-6,N/A,N/A
gene:SNORD115-8,Gene,SNORD115-8,N/A,N/A
gene:SNORD115-9,Gene,SNORD115-9,N/A,N/A
gene:SNORD116-1,Gene,SNORD116-1,N/A,N/A
gene:SNORD116-10,Gene,SNORD116-10,N/A,N/A
gene:SNORD116-11,Gene,SNORD116-11,N/A,N/A
