"Gene","Clinically_Sig"
"NUDT10",0
"AP001347.6",0
"LAT2",0
"FAM60A",0
"ICMT",0
"AL358113.1",0
"ATP5E",0
"EBLN2",0
"CCL4",0
"ROMO1",0
"SNORD115.18",0
"KIAA0895L",0
"ANKRD54",0
"SNORD114.18",0
"FAM219B",0
"CNP",0
"RP11.467N20.5",0
"NAGPA",0
"MRPS23",0
"ZNF474",0
"SUB1",0
"MIR124.2",0
"AVPI1",0
"HBQ1",0
"SNX17",0
"ERO1L",0
"HSD3B7",1
"WBP2",0
"RPLP1",0
"C4A",0
"CLDN3",0
"PSIP1",0
"IFI27L1",0
"SLFNL1",0
"BTN3A1",0
"RAB9A",0
"C19orf43",0
"LBH",0
"COX7A1",0
"SLC1A5",0
"ZNF846",0
"NBPF8",0
"KCNIP2",0
"EXOSC6",0
"SUMO2",0
"HIST1H4B",0
"SCP2",1
"TCEB2",0
"CAPN14",0
"NACAD",0
"PRPF18",0
"TESC",0
"FAM96B",0
"APOBEC4",0
"NEK7",0
"PRR14L",0
"SERHL2",0
"FGF1",0
"CDC40",0
"PYCRL",0
"FXYD6",0
"RP11.483E23.2",0
"BCL2L12",0
"FAM110C",0
"MIR1302.3",0
"TMEM165",0
"FAM109A",0
"APRT",1
"GUSBP2",0
"SLC25A16",0
"IGHV4.34",0
"TRAJ57",0
"LYRM1",0
"TOMM34",0
"DPY30",0
"HOPX",0
"AGR3",0
"YEATS4",0
"SLC25A35",0
"KCP",0
"SPAG11A",0
"AC090616.2",0
"CCDC152",0
"SHISA6",0
"TFF3",0
"FAM193B",0
"CARD8",0
"FAM196B",0
"HMGN5",0
"PTMA",0
"CHAC2",0
"ULBP2",0
"TTC28",0
"FAM71E2",0
"HIST1H4G",0
"ZNF469",1
"ZNF541",0
"VPS9D1",0
"YRDC",0
"TCEANC",0
"OTUD3",0
"RNF126P1",0
"TMEM229A",0
"TMEM8A",0
"PRSS3",0
"C5orf49",0
"CDKN3",0
"KPNA7",0
"THAP5",0
"CHST3",1
"AC104809.2",0
"IQCF6",0
"FAM110D",0
"PKDCC",1
"KLRC4",0
"SMAD6",1
"NAT14",0
"YKT6",0
"GLYATL3",0
"RAB12",0
"ZYG11A",0
"TMEM180",0
"LCA5L",0
"GSX2",0
"ZNF593",0
"UBE2F",0
"FAM27A",0
"PF4V1",0
"PIEZO1",1
"OTUD1",0
"C2orf50",0
"MANSC4",0
"MAP4K5",0
"LINC00905",0
"TDRD12",1
"AGO4",0
"SOX11",1
"HAND2.AS1",0
"ASF1A",0
"MIR300",0
"LINC00668",0
"LEUTX",0
"AK4",0
"TAGLN3",0
"RP11.141M1.3",0
"GUCY1B2",0
"SNORD114.19",0
"DERL2",0
"AC016582.2",0
"AVP",1
"ABCC13",0
"RP11.71N10.1",0
"hsa.mir.466",0
"LINC00221",0
"CCDC64B",0
"RNASEK",0
"RP11.760D2.5",0
"KIAA1875",0
"RP11.262H14.4",0
"RP11.81H3.2",0
"ATXN1L",0
"CCL8",0
"LINC01125",0
"PP2D1",0
"HSD17B13",0
"GPR150",0
"ADGB",0
"C8orf12",0
"RP11.383H13.1",0
"FSD1L",0
"CXorf30",0
"ZBTB42",0
"PCP2",0
"AC104809.3",0
"GCSAM",0
"RP11.536O18.2",0
"RBMXL3",0
"RBM20",0
"AC009892.10",0
"RP11.67L2.2",0
"PHGR1",0
"ACADL",0
"LINC00588",0
"DYNLT3",0
"MIR622",0
"RP11.420N3.2",0
"CYP2G1P",0
"SNORD115.12",0
"STARD9",0
"PRDM6",0
"CLPS",0
"LINC00987",0
"VPS4A",1
"MAFB",0
"LINC00158",0
"EML6",0
"LINC00955",0
"CXCL14",0
"AC004840.9",0
"PHKG1",0
"RP11.760D2.1",0
"PPP2R4",0
"MIR513C",0
"SEC61B",0
"GPR26",0
"C1QTNF7",0
"TMEM37",0
"SNX6",0
"HOXC12",0
"RAX2",0
"CLEC12B",0
"RNF44",0
"SNX10",1
"SNAPC2",0
"FBXL8",0
"NR2E3",0
"RARRES2",0
"LAPTM4B",0
"NHLH1",0
"TIAF1",0
"MIR509.1",0
"SRP9",0
"MIR656",0
"HIST1H2BM",0
"HIF1AN",0
"CALHM3",0
"ADRB1",0
"LINC00200",0
"RP11.564D11.3",0
"NKX1.2",0
"TEX36",0
"NKX6.2",0
"FXYD4",0
"PTPN20A",0
"C10orf128",0
"C10orf105",1
"MBL1P",0
"DYDC1",0
"RP11.96C23.14",0
"ARHGAP42",0
"COLCA1",0
"RP11.770J1.4",0
"RPS25",0
"OTOG",0
"TH",1
"CAT",1
"TRPC2",0
"MIR129.2",0
"OR5G5P",0
"LINC00301",0
"C11orf84",0
"KCNK4",0
"GPHA2",0
"AP003068.23",0
"TIMM10B",0
"CTD.3074O7.11",0
"POLD4",0
"CDK2AP2",0
"ANAPC15",0
"RAB6A",0
"DNAJB13",1
"LIPT2",0
"SPCS2",0
"PDDC1",0
"EIF3F",0
"C11orf73",1
"TRIM66",0
"TRIM77",0
"MAP1LC3B2",0
"SETD1B",1
"ARL6IP4",0
"RP5.944M2.3",0
"RP13.895J2.2",0
"FBRSL1",0
"ANHX",0
"BHLHE41",0
"RP5.1063M23.1",0
"COQ10A",0
"RP11.598F7.1",0
"PTMS",0
"RPL13P5",0
"PTPRQ",1
"LINC00937",0
"GGACT",0
"RAB20",0
"LINC00452",0
"N6AMT2",0
"AL359736.1",0
"SMIM2",0
"TPTE2P2",0
"RNF219.AS1",0
"MIR410",0
"TRMT61A",0
"XRCC3",0
"ASPG",0
"BTBD6",0
"CRIP2",0
"IGHD1.26",0
"ADAM6",0
"IGHV4.39",0
"TRAV36DV7",0
"BCL2L2.PABPN1",0
"ZFHX2",0
"TMEM30B",0
"LINC00643",0
"CIPC",0
"DKFZP779J2370",0
"ASB7",0
"FAM189A1",0
"RP11.632K20.7",0
"GOLGA8A",0
"SRP14.AS1",0
"DUT",0
"GNB5",1
"TEX9",0
"POLR2M",0
"THAP10",0
"EDC3",0
"ABHD17C",0
"SSTR5.AS1",0
"CTD.3088G3.8",0
"PKD1P1",0
"NUBP2",0
"SLC9A3R2",0
"PDPK2",0
"CCDC101",0
"ZG16",0
"DCTPP1",0
"ZNF764",0
"PRSS8",0
"ZNF843",0
"CASP16",0
"ARHGDIG",0
"ANKRD26P1",0
"DOK4",0
"CMTM3",0
"CCDC79",0
"CLEC18C",0
"STUB1",1
"USP10",0
"C16orf95",0
"FLJ00104",0
"ZFPM1",0
"GAS8",0
"LINC00675",0
"HS3ST3B1",0
"RP1.37N7.3",0
"CTD.2303H24.2",0
"SLC5A10",0
"DPH1",0
"HIC1",0
"RP11.381P6.1",0
"ARHGAP23",0
"PTRF",0
"C17orf105",0
"FAM171A2",0
"DCAKD",0
"CRHR1.IT1",0
"GLTPD2",0
"SPOP",1
"YPEL2",0
"DOC2B",0
"GLOD4",0
"MYO15B",0
"TNFSF12",0
"PRCD",0
"SOCS3",0
"AC061992.1",0
"BAIAP2",0
"FAM195B",0
"ABHD3",0
"CYB5A",0
"HSBP1L1",0
"PARD6G",0
"C19orf26",0
"JUNB",0
"PALM3",0
"SLC35E1",0
"SSBP4",0
"MEF2BNB",0
"NDUFA13",1
"DOHH",0
"C19orf71",0
"EID2",0
"PRR19",0
"MPND",0
"NKPD1",0
"C19orf68",0
"DBP",0
"CGB1",0
"LHB",0
"ATF5",0
"VSIG10L",0
"C19orf84",0
"SPACA6P.AS",0
"CDC34",0
"CTD.2224J9.8",0
"MBOAT7",0
"CTD.2368P22.1",0
"ZNF837",0
"PSPN",0
"CD320",0
"PIN1",0
"HIAT1",0
"RNPC3",1
"MIR200A",0
"C1orf167",0
"DHRS3",0
"RP6.206I17.1",0
"POLR3GL",0
"PDZK1P1",0
"TNFAIP8L2",0
"C2CD4D",0
"EFNA1",0
"APOA1BP",0
"MRPL24",0
"RP11.451O13.1",0
"OR6P1",0
"C1orf204",0
"RP11.280O1.2",0
"RP11.296O14.3",0
"GPR25",0
"PTPRVP",0
"NSL1",0
"ARF1",1
"RP11.261C10.3",0
"SNORA73B",0
"TRNAU1AP",0
"LINC00982",0
"SMIM1",0
"EBNA1BP2",0
"TCTEX1D4",0
"UQCRH",0
"C1orf185",0
"SLC25A3P1",0
"UOX",0
"C1orf170",0
"BTBD8",0
"TMEM56",0
"RP11.54O7.18",0
"C20orf202",0
"SNX5",0
"FAM182B",0
"EBF4",0
"C20orf203",0
"MAPRE1",0
"TP53INP2",0
"FER1L4",0
"LINC00657",0
"SNORA71C",0
"WFDC5",0
"OCSTAMP",0
"EDN3",1
"MIR124.3",0
"RP4.583P15.14",0
"DNAJC5",0
"SOX18",0
"TCEA2",0
"C20orf201",0
"SRXN1",0
"CYP4F29P",0
"KRTAP7.1",0
"URB1",0
"TMEM50B",0
"SMIM11",0
"AP000322.53",0
"TFF1",0
"AP001053.11",0
"SUMO3",0
"DGCR6L",0
"TMEM191A",0
"TMEM191C",0
"MIR301B",0
"PRAMENP",0
"LL22NC03.63E9.3",0
"POM121L1P",0
"AP000345.1",0
"AP000350.4",0
"KIAA1671",0
"POLR2F",0
"RBX1",0
"WI2.81516E3.1",0
"TRABD",0
"RABL2B",0
"NIFK",0
"ARL5A",0
"LINC01124",0
"ERICH2",0
"LINC01116",0
"TFPI",0
"AC079354.1",0
"SPATA3",0
"KLHL29",0
"LINC01121",0
"FBXO48",0
"MRPL19",0
"RP11.59E19.1",0
"C3orf52",0
"FAM162A",0
"TXNRD3",0
"TPRA1",0
"RBP1",0
"GK5",0
"CLRN1.AS1",0
"COL6A4P1",0
"OXNAD1",0
"VWA5B2",0
"RP11.443P15.2",0
"LINC00693",0
"DYNC1LI1",0
"FAM198A",0
"TOPAZ1",0
"GMPPB",1
"CDHR4",0
"SMIM4",0
"WNT5A",0
"LAMTOR3",0
"PABPC4L",0
"RP11.425I13.3",0
"FAM160A1",0
"RP11.366M4.3",0
"FAM184B",0
"TMEM128",0
"CYTL1",0
"ERVMER34.1",0
"FTLP10",0
"AC093677.1",0
"AREGB",0
"LOX",1
"IL5",0
"H2AFY",0
"PROB1",0
"ATOX1",0
"FBLL1",0
"NEURL1B",0
"MXD3",0
"HNRNPAB",0
"MRPL36",0
"MCIDAS",1
"LRRC70",0
"GTF2H2C",0
"ANKRD31",0
"ANKDD1B",0
"TMEM14C",0
"OSTM1.AS1",0
"RP11.544L8__B.4",0
"TBPL1",0
"PEX7",0
"NHSL1",0
"ABRACL",0
"ZC2HC1B",0
"SF3B5",0
"SUMO4",0
"FBXO5",0
"RP3.470B24.5",0
"KIF25.AS1",0
"ACOT13",0
"HIST1H2AD",0
"XXbac.BPG308K3.6",0
"PSMG4",0
"RAB44",0
"APOBEC2",0
"NFYA",0
"MIR206",0
"MB21D1",0
"C6orf164",0
"ST7.OT4",0
"C7orf50",0
"POT1.AS1",0
"PRRT4",0
"RP4.800G7.2",0
"ATP6V0E2",0
"AC009403.2",0
"C7orf13",0
"ELFN1",0
"FAM20C",1
"RP11.89N17.1",0
"LINC00265",0
"C7orf72",0
"SUMF2",0
"RP11.797H7.5",0
"STX1A",0
"STAG3L1",0
"RPA3.AS1",0
"SRI",0
"LRRD1",0
"BET1",0
"TDH",0
"ZNF705D",0
"FAM86B2",0
"LY6D",0
"LY6H",0
"KBTBD11",0
"R3HCC1",0
"NKX2.6",0
"ERLIN2",1
"AGPAT6",0
"CHCHD7",0
"DEFB4A",0
"PMP2",0
"LRRC69",0
"KLF4",0
"FOXD4",0
"AL161784.1",0
"STOM",0
"GPR144",0
"ENDOG",0
"FAM73B",0
"AL354898.1",0
"HMCN2",0
"C9orf69",0
"CLIC3",0
"DPP7",0
"C9orf169",0
"TOR4A",0
"MSMP",0
"C9orf57",0
"SPIN1",0
"OGN",0
"ARMCX4",0
"NCBP2L",0
"MIR450A2",0
"FAM127B",0
"LINC00086",0
"RP1.171K16.5",0
"H2AFB1",0
"F8A1",0
"AF196779.12",1
"PAGE1",0
"CITED1",0
"C11orf95",0
"MALRD1",0
"NKX2.8",0
"AC024560.3",0
"MKNK2",0
"RD3",1
"CCDC23",0
"TTC1",1
"SMIM10",0
"RFESD",0
"ASCL2",0
"NRTN",0
"MRPL22",0
"SHISA7",0
"SRSF8",0
"FAM177B",0
"KLHDC7B",0
"FAM186A",0
"MRPL28",0
"SAMD1",0
"PTPRCAP",0
"PHF11",0
"SLC22A18AS",0
"MIR512.1",0
"TMEM259",0
"PDCD6",0
"FAM174A",0
"ASCL1",0
"VPS36",0
"C16orf86",0
"NKX3.1",0
"PATL2",0
"LINC00862",0
"H2AFJ",0
"NSG1",0
"DACT2",0
"DEFB113",0
"SPINK4",0
"GJD3",0
"TMEM88B",0
"GUCA2A",0
"ZFP36L2",0
"MRPS10",0
"SYPL1",0
"TEN1",0
"MIR181A1",0
"CCSAP",0
"BCL10",1
"STX18",0
"MTFR1",0
"TFAP4",0
"WFIKKN1",0
"ZNF580",0
"AC108142.1",0
"MIR30A",0
"RP11.286H14.4",0
"ANG",0
"C15orf37",0
"MYL12A",0
"RANBP1",0
"VKORC1L1",0
"TMEM254",0
"RP11.328M4.3",0
"SLC25A22",0
"ANKRD2",0
"SLC37A4",1
"LINC00482",0
"GLTSCR1",1
"ELANE",1
"TCL6",0
"KRT42P",0
"AKT1S1",0
"TSPAN3",0
"RPL36A",0
"SPHAR",0
"PTGES2",0
"C11orf68",0
"PSME2",0
"NBPF15",0
"TSPAN2",0
"MED11",0
"CIDEB",0
"E2F6",0
"SNORD116.24",0
"CD3G",1
"ZFAND3",0
"LRRC24",0
"GZMM",0
"HOXA13",0
"ZC3H15",0
"MRPL43",0
"AGAP11",0
"MRPL49",0
"AMN1",0
"LINC00639",0
"CPLX3",0
"C15orf40",0
"RP11.44F14.1",0
"CTRL",0
"TCAP",1
"MAFG",0
"SECTM1",0
"SKI",0
"SLPI",0
"SPTSSB",0
"TNIP2",0
"MYL5",0
"CDC42SE2",0
"ZC3H12D",0
"HMGN4",0
"RWDD2A",0
"BNIP3L",0
"LGI4",0
"IL6",0
"CRKL",0
"ANKRD16",0
"RFPL3S",0
"TAS2R5",0
"GSTA1",0
"MIR493",0
"CTU1",0
"S100A1",0
"RP11.327I22.6",0
"UBE2D1",0
"IGLON5",0
"RNF146",0
"ACBD7",0
"MPI",1
"SRSF9",0
"MYL6",0
"C12orf61",0
"TSEN15",0
"CD164",0
"RGS10",0
"PAFAH1B2",0
"GOLGA6L7P",0
"ETFA",1
"MRPL45",0
"C19orf73",0
"PRRX1",0
"SEPN1",0
"HSPB11",0
"DEFB128",0
"RP11.3P17.5",0
"RAB32",0
"TRBV30",0
"WBSCR28",0
"MAFA",0
"LYPLA1",0
"NDUFS8",1
"TMEM179",0
"TRAV22",0
"SNORD115.43",0
"TBC1D26",0
"IGKV1.39",0
"GAGE10",0
"MT3",0
"PRND",0
"UTS2B",0
"ZNRD1.AS1",0
"MRPL41",0
"GAGE2A",0
"RP11.24M17.5",0
"TBCB",0
"ZNF579",0
"HIST2H2BF",0
"SNORD114.1",0
"PKIB",0
"BEGAIN",0
"NTHL1",1
"CTC.454I21.3",0
"AP000275.65",0
"GSC2",0
"TRAV38.1",0
"AAGAB",1
"SNRNP25",0
"ZNF784",0
"C14orf182",0
"HTN1",0
"MIR514A3",0
"LY75",0
"RBMY2EP",0
"LIN7B",0
"MIR409",0
"AJUBA",0
"CUEDC2",0
"C10orf107",0
"PRSS33",0
"ID3",0
"COX19",0
"SPIN2B",0
"IGLV8.61",0
"SPSB3",0
"SDF2",0
"ELOF1",0
"FAM163A",0
"MIRLET7C",0
"COMMD8",0
"HNRNPD",0
"C5orf30",0
"BHLHE22",0
"TRDV3",0
"ATP6V1E1",0
"TNFRSF13C",0
"MLF1",0
"GSTT2",0
"STK16",0
"TMEM60",0
"PIGQ",1
"MIR518E",0
"MXRA8",0
"RPP25L",0
"SERINC4",0
"DNAJC8",0
"GSTA3",0
"GRHPR",1
"LRRC57",0
"DSTN",0
"CMTM7",0
"SLC22A1",0
"NOP10",0
"RPUSD1",0
"EFCAB4A",0
"EFCAB11",0
"SNORD116.1",0
"POLE4",0
"SEPT7P2",0
"MIR297",0
"MUC15",0
"TMEM107",1
"TCEB3CL",0
"LYSMD1",0
"LYPD1",0
"ATXN7L1",0
"ITGB3BP",0
"ELOVL3",0
"CT62",0
"LCE1A",0
"ISG15",1
"CRYGD",1
"OTP",0
"FOXD4L6",0
"GADD45B",0
"CTD.2267D19.3",0
"RP11.175P13.3",0
"IGHV4.4",0
"NOXO1",0
"RGS11",0
"ERAL1",0
"NOG",0
"PCSK4",0
"WDR18",0
"S100A2",0
"CYHR1",0
"FAM101B",0
"SPRR2G",0
"ADIG",0
"SDC4",0
"PRR5.ARHGAP8",0
"AL121963.1",0
"MIR588",0
"JUND",0
"MIR523",0
"SLC35E2B",0
"DMRTA2",0
"GPSM3",0
"METTL10",0
"THAP1",0
"C17orf78",0
"TRAPPC2P1",0
"ENSA",0
"ARHGAP11B",0
"JTB",0
"BZW1",0
"DNAJC25.GNG10",0
"EMC10",0
"CTD.2090I13.1",0
"MED20",0
"KCTD21",0
"TOMM20",0
"BATF3",0
"LYRM4",0
"TMEM106C",0
"SMUG1",0
"GEMIN2",0
"HCG9",0
"PHYHD1",0
"C11orf72",0
"GOLT1B",0
"TIGD1",0
"CLEC3B",0
"MCCD1",0
"EIF5A2",0
"TXNRD3NB",0
"ORMDL2",0
"BCL7C",0
"MIR217",0
"FAM127A",0
"AQP11",0
"CLEC2B",0
"TRAJ18",0
"TXNDC9",0
"NAA50",0
"FAM162B",0
"MRPL18",0
"DDAH2",0
"C7orf61",0
"LINC00670",0
"IZUMO2",0
"NHLH2",0
"CHTOP",0
"FAM167B",0
"DEFB124",0
"TREM2",1
"TLX1NB",0
"APIP",0
"PHB2",0
"TRIM16L",0
"KRTAP19.8",0
"TLX2",0
"DAZAP2",0
"CCL1",0
"FAM110A",0
"UCN2",0
"RGS7BP",0
"MIR182",0
"ZP3",0
"LY6E",0
"TCEAL2",0
"ZFPL1",0
"ZNF705A",0
"SPRYD7",0
"MIR521.1",0
"FCF1",0
"ZNF385C",0
"TMEM41A",0
"PSCA",0
"AGRP",0
"FAM69C",0
"HIST2H2AB",0
"TMEM200B",0
"IGKV1D.39",0
"RNF170",1
"TANK",0
"TTC32",0
"PRSS41",0
"HIST3H2BB",0
"INSL5",0
"FAM43A",0
"TRBV6.9",0
"RAD51AP1",0
"ACYP2",0
"RWDD2B",0
"TNP2",0
"SPRR4",0
"FKBP2",0
"TVP23C",0
"DCXR",0
"STEAP1B",0
"KCNE1L",0
"TSIX",0
"ALOX5AP",0
"DNM1P34",0
"MINOS1.NBL1",0
"SHISA4",0
"NDUFB4",0
"BDH2",0
"MED30",0
"IFIT1",0
"TRAV14DV4",0
"MIR216A",0
"HPRT1",1
"SNORD108",0
"CTD.2206N4.4",0
"ERF",1
"PTGES3L",0
"TNFSF15",0
"NME3",0
"TSPY2",0
"COA5",1
"GLUD1P2",0
"MRPS31",0
"SNORD116.13",0
"TNFSF13",0
"POLR3H",0
"MIR129.1",0
"TMEM140",0
"ORMDL3",0
"CRELD2",0
"PRR4",0
"WTIP",0
"APOL4",0
"PTTG2",0
"RP11.468E2.9",0
"DDA1",0
"IGLV4.69",0
"CAMK2N1",0
"LY6G6D",0
"PHOSPHO1",0
"GBAP1",0
"BLCAP",0
"AMH",0
"CCDC71L",0
"GOLGA6L4",0
"ERI1",0
"MIR19B2",0
"ZNF605",0
"GPR39",0
"TPRXL",0
"MIR510",0
"AGAP2.AS1",0
"AC018755.1",0
"LINC00935",0
"RP11.403I13.8",0
"RP11.400D2.2",0
"CEBPZ.AS1",0
"TSPYL4",0
"SRR",0
"IGLV1.36",0
"C20ORF135",0
"RP11.890B15.2",0
"TAF10",0
"TMEM88",0
"KRTAP25.1",0
"FAM151B",0
"RP3.393E18.2",0
"PXT1",0
"FGF17",1
"LTC4S",0
"C14orf119",0
"TCAM1P",0
"CDK5",1
"CNOT8",0
"NDUFS5",0
"RAD21L1",0
"LINC00636",0
"FAM86HP",0
"BRMS1L",0
"C14orf1",0
"CCL11",0
"AL118506.1",0
"TCP10L",0
"AC012487.2",0
"TMEM194B",0
"RPL37A",0
"NOTO",0
"FAM229B",0
"FAM86B1",0
"RP11.464F9.1",0
"IL1F10",0
"RP11.427H3.3",0
"MIR221",0
"C8orf56",0
"DNAJC27",0
"RNF151",0
"FAM138C",0
"AC136604.1",0
"UBTD1",0
"TBRG1",0
"TMEM9B",0
"LINC00283",0
"ADAMTSL2",1
"FSBP",0
"PPCDC",0
"SLC22A20",0
"MPV17L",0
"MIR181B1",0
"MPST",0
"GADD45G",0
"FOXD2",0
"KRTAP1.5",0
"FAM43B",0
"FAM120AOS",0
"MAPK12",0
"UPK1A",0
"M6PR",0
"MIR135A2",0
"SNORD109B",0
"YPEL3",0
"GRAP",0
"SKA2",0
"MIR520A",0
"RPS27",0
"BACH1.IT1",0
"KIAA1143",0
"IL9",0
"GAGE2C",0
"SNORD114.7",0
"MIR494",0
"CCDC140",0
"SPDYA",0
"SPINK6",0
"HYPK",0
"SPATA12",0
"CHTF8",0
"SDHAP3",0
"FAM200B",0
"DDC8",0
"SDHD",1
"MUC1",0
"PLEKHD1",0
"hsa.mir.3171",0
"TMEM147",0
"CKS1B",0
"C5orf60",0
"PXMP2",0
"CLDN5",0
"VHL",1
"C5orf56",0
"FAM32A",0
"SNORD115.16",0
"TSPY8",0
"PDC",0
"IDNK",0
"MIR512.2",0
"CYP1B1.AS1",0
"GEMIN7",0
"ABHD14B",0
"LINC00479",0
"C16orf13",0
"C9orf170",0
"MIR377",0
"TRAV26.2",0
"VIMP",0
"MIR516A1",0
"ARHGAP19.SLIT1",0
"PRAMEF18",0
"TFAP2C",0
"CXCL2",0
"PAGE3",0
"TMEM204",0
"RAMP1",0
"SNORD115.14",0
"TMEM160",0
"SH3BGRL3",0
"HHLA1",0
"FAR2P3",0
"HIGD1C",0
"TCF15",0
"C2orf49",0
"GLCCI1",0
"VIPR1",0
"GTF2H2B",0
"RASSF7",0
"COX6B1",0
"CRABP2",0
"C16orf90",0
"MIR100",0
"VAX1",0
"CCDC85B",0
"GDE1",0
"FAM72D",0
"IFNK",0
"C10orf111",0
"SAA4",0
"TRIM6.TRIM34",0
"SNORD115.36",0
"FGF21",0
"DCUN1D5",0
"TRAV40",0
"TIPRL",0
"FA2H",1
"NKX6.3",0
"ANAPC11",0
"TRAJ54",0
"HES2",0
"INSM1",0
"KIAA0930",0
"BLOC1S4",0
"IFNA2",0
"SLN",0
"AKR1C3",0
"RPL17.C18orf32",0
"COX6B2",0
"AMN",0
"SNORD115.3",0
"CETN3",0
"NDUFAF3",0
"POU3F1",0
"RHBDD3",0
"TP53INP1",0
"CWC15",0
"TRAPPC13",0
"PYGO1",0
"COTL1",0
"CBWD3",0
"C1orf132",0
"ANKRD39",0
"CTXN3",0
"MTPN",0
"WBSCR16",0
"RHOXF2B",0
"OXT",0
"FEV",0
"UBL3",0
"VAMP4",0
"MIR876",0
"DEFB121",0
"SNORD116.7",0
"ZNF720",0
"RP11.419C5.2",0
"RNF215",0
"ELOVL6",0
"MEOX1",1
"IL17B",0
"AIF1L",0
"NPM3",0
"PRR15",0
"LCE3B",0
"SNORD115.27",0
"MIR891A",0
"SMCO3",0
"WFDC2",0
"NDUFS6",0
"SEC11C",0
"RSG1",0
"VAMP3",0
"OLIG3",0
"MIR154",0
"TPSB2",0
"MIR520H",0
"OR4F21",0
"SNORD114.16",0
"MIR487B",0
"IGHV5.51",0
"LYSMD2",0
"NPIPB15",0
"GNG13",0
"MRPL45P2",0
"COQ10B",0
"NDUFA2",0
"MIR146A",0
"HIST1H3D",0
"ATP5J2",0
"MIR548M",0
"PMF1",0
"SAA2",0
"CD81",0
"C18orf32",0
"RPL9",0
"MIR1202",0
"ZSCAN12",0
"FOXE1",0
"DTD2",0
"TIMP4",0
"ASB6",0
"CD52",0
"MAP1LC3A",0
"AGMAT",0
"GADD45GIP1",0
"RNF122",0
"GALR3",0
"MIR106A",0
"TMEM218",0
"VEGFB",0
"EID1",0
"CCT8",0
"RPS16",0
"GADD45A",0
"LINC00943",0
"ANGPTL7",0
"FAM157C",0
"CEBPA",1
"SST",0
"TRBJ2.7",0
"VPS29",0
"TPSG1",0
"MIR518A1",0
"VTN",0
"GOLPH3",0
"COPS3",0
"APOC2",1
"BYSL",0
"MIR557",0
"MIR101.1",0
"RPS26",0
"DEFA6",0
"BLOC1S2",0
"GRIFIN",0
"OARD1",0
"CCDC25",0
"CDK9",0
"PGF",0
"GTF2A2",0
"KCTD5",0
"NDC80",0
"HIST2H3D",0
"ZNF524",0
"SLMO2",0
"TIFA",0
"IGLJ3",0
"C3orf55",0
"BET1L",0
"STATH",0
"CT45A1",0
"MIR376A1",0
"SNORD115.25",0
"UBE2H",0
"DOK7",1
"MZT1",0
"GCSH",0
"SCAND1",0
"MED19",0
"SNORD113.4",0
"LLNLR.249E10.1",0
"CREG1",0
"LZIC",0
"SCGB1C1",0
"NABP2",0
"CDO1",0
"CD83",0
"CTC.360G5.8",0
"C10orf131",0
"RPS15A",0
"TTC36",0
"NKAPP1",0
"TMED2",0
"RP11.544I20.2",0
"TMEM220",0
"GNG7",0
"RP11.466L17.1",0
"C2orf81",0
"LINC00488",0
"LCNL1",0
"PTPMT1",0
"TMEM223",0
"MTMR9LP",0
"MOXD2P",0
"C9orf147",0
"TOR2A",0
"FAM194B",0
"C19orf24",0
"CDKN1C",1
"C1QTNF4",0
"IL23A",0
"MIR487A",0
"C2CD4B",0
"C15ORF37",0
"C17orf51",0
"VPS25",0
"C19orf38",0
"CTD.2666L21.1",0
"AC006486.9",0
"MMACHC",1
"C20orf78",0
"AC074091.13",0
"FAM178B",0
"MIR568",0
"PFN3",0
"ZNF252P",0
"EGFL7",0
"SPSB4",0
"ZNF853",0
"AFG3L1P",0
"DGCR9",0
"C17orf67",0
"TRAJ47",0
"C11orf86",0
"LINC00326",0
"ARPC5",0
"TRAV25",0
"MIR520B",0
"TRAJ1",0
"ATP6V0C",0
"NACC1",0
"SARNP",0
"PGP",0
"GDF5OS",0
"RP11.958N24.1",0
"FGF22",0
"PFDN2",0
"VAMP8",0
"FAM86JP",0
"RPL34",0
"LIF",0
"MZB1",0
"C1QTNF5",0
"C12orf49",0
"CRCT1",0
"FOXQ1",0
"VPS37A",0
"NPB",0
"RP5.1165K10.2",0
"SPTSSA",0
"MED9",0
"NNAT",0
"TRIM73",0
"NHP2",0
"SNAPC5P1",0
"CTD.2620I22.1",0
"C8orf59",0
"UBE2B",0
"GRP",0
"MIR422A",0
"RNF39",0
"TCEAL8",0
"CLIC1",0
"LAMTOR4",0
"SNORD115.29",0
"KRTAP17.1",0
"IER5",0
"IGLV3.10",0
"EFCC1",0
"PFDN1",0
"ECI2",0
"COX8A",0
"TRAJ23",0
"IGLV3.16",0
"FOXD1",0
"SNORD113.9",0
"ROGDI",0
"LMO4",0
"TRIB1",0
"MCUR1",0
"RPS19",1
"MRPS15",0
"DIO1",0
"TMEM33",0
"PSMA6",0
"PFN1",0
"EFNA2",0
"SNORD109A",0
"SCGB1D2",0
"EIF1",0
"FAM26D",0
"HSD17B3",1
"SCGB1D4",0
"CYB5R3",1
"GOLGA8G",0
"TMEM234",0
"FAM76B",0
"TMEM170B",0
"CYBA",1
"PIANP",0
"COX16",0
"BCAS4",0
"TSPY1",0
"TRIAP1",0
"IGLV11.55",0
"FAM9C",0
"C12orf76",0
"TRAJ41",0
"FAM195A",0
"NBR2",0
"FXYD7",0
"TMEM86B",0
"HES6",0
"C9orf152",0
"SMPX",1
"S100A5",0
"PPT1",1
"AC090825.1",0
"WASH4P",0
"PPY",0
"RPS15",0
"CNIH1",0
