"Gene","Clinically_Sig"
"IKBKAP",1
"MAN1B1",1
"SMARCA2",1
"ARL13A",0
"ESX1",0
"F8",1
"CALML3",0
"IFIT3",0
"OR52K2",0
"UBQLNL",0
"OR9I1",0
"AHNAK",0
"MTA2",0
"SLC3A2",0
"PDE2A",1
"ACACB",0
"SLC8B1",0
"SLCO1C1",0
"IFLTD1",0
"NEDD1",0
"FRMD5",0
"FEM1B",0
"MTSS1L",1
"MYH2",1
"RP11.344E13.3",0
"CDK12",0
"KRTAP4.6",0
"STAT3",1
"C17orf53",0
"SERPINB7",1
"ICAM3",0
"OR10H2",0
"SUGP1",0
"RP11.423O2.5",0
"TCHHL1",0
"LCE3D",0
"CD1A",0
"ERVMER61.1",0
"KCNT2",1
"IL20",0
"CDC42BPA",0
"CAPN9",0
"OR2G3",0
"RCAN3",0
"SPAG4",0
"SS18L1",0
"KRTAP27.1",0
"SLC7A4",0
"ABCA12",1
"STAG1",1
"LAMP3",0
"CHMP2B",1
"SH3D19",0
"ABCA11P",0
"GABRA2",1
"UGT2B15",0
"ACSL6",0
"ZNF454",0
"CDH9",0
"PDE10A",0
"FGFR1OP",0
"HIST1H3E",0
"BTN1A1",0
"GNL1",0
"LY6G6C",0
"PGC",0
"RAB23",1
"GABRR1",0
"SLC13A1",0
"ASB10",0
"COBL",0
"TYW1",0
"TONSL",0
"CNGB3",1
"INVS",1
"CNTNAP3",0
"DMRT1",0
"WNK2",0
"NXF4",0
"GLUD2",0
"DHRSX",0
"GK",1
"FAM47A",0
"SYP",0
"NUDT11",0
"COPB1",1
"OR5D18",0
"OR2D3",0
"DAO",0
"DYNC1H1",1
"ADAMTS17",1
"PLK1",0
"ZKSCAN2",0
"SLC6A2",0
"MYH4",0
"SLC47A1",0
"UNC119",0
"JUP",0
"ABCA6",0
"ZNF681",0
"NME7",0
"CROCC",0
"BRINP3",0
"OR2M5",0
"JAG1",1
"HELZ2",0
"KLHL22",0
"PSD4",0
"CSRNP3",0
"CCDC141",0
"ALK",0
"BBX",0
"XRN1",0
"CPA3",0
"MME",1
"EIF2B5",1
"NEK4",0
"SLC1A3",0
"EGFLAM",0
"ARID1B",1
"SKIV2L",1
"ZNF212",0
"HOXA1",0
"HSPB1",1
"LRP12",0
"ARC",0
"RMDN1",0
"CYLC2",0
"PRRX2",0
"XPNPEP2",0
"DCAF8L2",0
"TCERG1L",0
"KIAA1217",0
"ENTPD1",0
"BCL9L",0
"KCNA4",0
"OR8H3",0
"SCN8A",1
"NALCN",1
"CHAMP1",1
"ATP5EP2",0
"LRFN5",0
"QPRT",0
"NOD2",1
"TOP3A",1
"ODF4",0
"OSBPL1A",0
"ASNA1",0
"PGLYRP2",0
"SASS6",1
"MOV10",0
"LHX9",0
"ESRRG",0
"NLRP3",1
"RASSF2",0
"PDE11A",0
"COL3A1",1
"NYAP2",0
"FEZ2",0
"SHOX2",0
"SLITRK3",1
"RARB",1
"RBM6",0
"TBC1D1",0
"PCDHA9",0
"FAM105A",0
"DRD1",0
"KIAA1919",0
"PRPF4B",0
"ZC3HAV1",0
"PDIA4",0
"MACC1",0
"DTX2",0
"VPS13B",1
"TMLHE",0
"FAM213A",0
"EIF4G2",0
"NUP98",0
"OR4P4",0
"OR8K5",0
"KIAA1551",0
"EMG1",0
"ZFYVE1",0
"CCDC176",0
"TSC2",1
"KIAA0556",1
"CTB.134H23.3",0
"SLC5A2",0
"MYLK3",0
"VAT1L",0
"SNORD3A",0
"CXCL16",0
"ZNF516",0
"FSD1",0
"RSPH6A",0
"PTOV1",0
"CFH",1
"USH2A",1
"GPX7",0
"ZSWIM1",0
"APOBEC3D",0
"MGAT3",0
"USP13",0
"FAM53A",0
"HERC5",0
"MAST4",1
"NOTCH4",0
"COL11A2",1
"CRISP2",0
"COL19A1",0
"MNX1",1
"KIF13B",0
"TMEFF1",0
"PPP3R2",0
"TAF1L",0
"IRS4",0
"ABCC8",1
"UBE3B",1
"DCT",1
"RTN1",0
"CYFIP1",0
"C16orf62",1
"ITGAL",0
"KLF2",0
"ZNF792",0
"ACSBG2",0
"MFN2",1
"KCNH1",1
"HIVEP3",0
"DOCK7",1
"CST11",0
"PNKD",0
"TMCC1",0
"PCOLCE2",0
"SLC4A4",1
"CTNNA1",1
"GRM6",1
"DDX4",0
"MSH3",1
"AMD1",0
"COL10A1",0
"AKR1B1",0
"ZCCHC7",0
"PDK3",0
"SH3BGRL",0
"HSPA8",0
"INCENP",0
"KRT5",1
"OR4K17",0
"VPS13C",1
"CACNB1",0
"KLF1",0
"WDR62",1
"CLPTM1",0
"DUSP27",0
"MAST2",0
"TM9SF4",0
"NCOA6",0
"EWSR1",0
"ALPI",0
"CIDEC",0
"FNDC1",0
"ERMARD",0
"VPS52",0
"SAMD9",1
"OR6M1",0
"CNTN1",1
"DNAJC22",0
"COPZ1",0
"IGHM",1
"SPTB",1
"SLC10A1",0
"HERC2P3",0
"BAHD1",0
"ATF7IP2",0
"USP7",1
"SMG6",0
"NGFR",0
"ABCA9",0
"CXADRP3",0
"PIAS2",0
"CBLN2",0
"PTPRM",0
"SOGA2",0
"ZNF426",0
"PRAMEF10",0
"C1orf61",0
"IGSF9",0
"UAP1",0
"TARBP1",0
"IRF2BP2",0
"OR2M4",0
"OR2T2",0
"F3",0
"SLC9A8",0
"MKL1",0
"NPAS2",0
"SH3RF3",0
"ITGA4",0
"C2orf16",0
"MCFD2",0
"GNLY",0
"ZNF445",0
"RAPGEF2",0
"SPOCK1",0
"FBXO38",0
"CSF1R",1
"ERAP2",0
"DEK",0
"UBD",0
"ABCF1",0
"SERPINE1",0
"VOPP1",0
"STAG3",0
"RRM2B",1
"GOLGA7",0
"CDK5RAP2",1
"IFNW1",0
"CCIN",1
"GNE",1
"FGD3",0
"NXF3",0
"ALG13",0
"MAGEB1",0
"RP11.445N18.7",0
"MYO16",1
"PRMT5",0
"TCL1B",0
"TUBGCP5",0
"STRC",1
"IREB2",1
"VPS33B",1
"SLC6A4",0
"TLK2",1
"CSH2",0
"RPTOR",0
"DCC",1
"SALL3",0
"CD97",0
"TSSK6",0
"KRTDAP",0
"TARDBP",0
"SPAG17",0
"CDK11A",0
"C1orf116",0
"MIA3",0
"C1orf131",0
"NFYC",0
"IFI44L",0
"CLCA4",0
"CDH26",0
"KRTAP6.2",0
"CYP2D6",0
"GRAMD4",0
"PDIA6",0
"ITGB6",1
"XIRP2",0
"SP3",0
"CALCRL",0
"COL5A2",1
"ANKRD44",0
"INO80D",0
"ATAD2B",0
"EHD3",0
"IGKV1D.33",0
"RP11.702L6.4",0
"OTOL1",0
"SPRY1",0
"DMP1",0
"SLC36A2",0
"KIF2A",1
"TAAR6",0
"SYNE1",1
"PNLDC1",1
"SMOC2",0
"ENPP4",0
"CRISP3",0
"CTAGE15",0
"FAM115A",0
"ZNF727",0
"ENPP2",0
"ZFAT",0
"PPP2R2A",0
"CHD7",1
"NECAB1",0
"TNKS",0
"ANKS6",1
"BRS3",0
"GPR101",0
"CDKL5",1
"MAGED1",0
"CXCR3",0
"IKZF5",0
"MASTL",0
"USP28",0
"PPFIA1",0
"C12orf39",0
"ALG10B",0
"COL2A1",1
"GDF3",0
"DAAM1",0
"BTBD7",0
"CHEK2P2",0
"GOLGA6L1",0
"TMEM62",0
"SLC24A5",0
"ACAN",1
"PTX4",0
"NPIPA5",0
"SREBF1",1
"IFT20",0
"CCL15",0
"COASY",0
"BZRAP1",0
"LAMA1",1
"ZNF439",0
"MEF2B",0
"ZNF345",0
"RYR1",1
"SYT3",0
"VN1R2",0
"SERPINC1",1
"PIK3C2B",0
"LRRN2",0
"C20orf194",0
"MYL9",0
"CHD6",0
"ZNFX1",0
"KCNG1",0
"MCM8",1
"DDX17",0
"RPL23AP7",0
"CIR1",0
"CAPG",0
"C2orf68",0
"LRRIQ4",0
"EFHB",0
"CCDC13",0
"CCR3",0
"PITX2",1
"UGT2B4",0
"AFAP1L1",0
"MSX2",0
"FAM81B",0
"HIST1H4K",0
"ZNF12",0
"MYOM2",0
"SPATA31E1",0
"SAT1",0
"RPGR",1
"KDM6A",1
"MTMR8",0
"DUSP5",0
"FAM188A",0
"ALOX5",0
"ZC3H12C",0
"MUC5B",0
"HIPK3",0
"MPEG1",0
"TSGA10IP",0
"CCDC67",0
"MLEC",0
"DCLK1",0
"SYNE2",0
"UNC79",1
"SNORD116.3",0
"SLCO3A1",0
"NTAN1",0
"CMIP",0
"CCL5",0
"HDHD2",0
"RPS9",0
"HAO2",0
"NES",0
"FAM89A",0
"OR2T33",0
"CEP104",1
"ST6GALNAC3",0
"MYO7B",0
"UNC50",0
"MUC20",0
"KLHL40",1
"XCR1",0
"LRRC2",0
"GUCY1A3",1
"NOP14",0
"NMUR2",0
"RNF145",0
"ANKRD34B",0
"TTLL2",0
"OR11A1",0
"DLK2",0
"MYO6",1
"ZCWPW1",0
"NEUROD6",0
"PDE1C",0
"TG",1
"FAM160B2",0
"CYP7B1",1
"FREM1",1
"IFNA21",0
"MAP7D3",0
"UPRT",0
"ZFAND4",0
"KRTAP5.6",0
"SYT12",0
"ACTR6",0
"NT5DC3",0
"DDX54",0
"ANO6",1
"KRT78",0
"GPR84",0
"PLXNC1",0
"MEDAG",0
"IGHG4",0
"LCMT2",0
"DENND4A",0
"ZSCAN2",0
"SRCAP",1
"CLUAP1",0
"ALG1",1
"CHD9",0
"MYH8",1
"HELZ",0
"ZNF627",0
"ZNF492",0
"AMPD1",0
"OTUD7B",0
"F5",1
"WDR63",0
"CBFA2T2",0
"IGLV3.9",0
"MZT2B",0
"KCNH7",0
"HOXD1",0
"MXD1",0
"CCT7",0
"IGKV3D.20",0
"FANCD2",1
"MYH15",0
"PLCH1",0
"ACTRT3",1
"SLC22A14",0
"EMCN",0
"ARAP2",0
"DMXL1",0
"TRIO",1
"STC2",0
"RNF180",0
"S100Z",0
"SEMA5A",0
"RPS10",0
"ACTL6B",1
"SCIN",0
"HILPDA",0
"RAPGEF5",0
"CPVL",0
"GTF2I",0
"PEX2",1
"RUNX1T1",0
"MUSK",1
"DOCK8",1
"SATL1",0
"CPN1",1
"NEBL",0
"DIP2C",1
"HECTD2",0
"ATM",1
"OR4S2",0
"OR10Q1",0
"CYB561A3",0
"CDHR5",0
"NAALADL1",0
"DPF2",1
"SDSL",0
"PEBP1",0
"TMEM132B",0
"EP400",0
"CTD.2140B24.4",0
"KRAS",1
"TENC1",0
"LACRT",0
"GLIPR1",0
"TRAC",0
"RPL10L",0
"TRIM9",0
"IGHV4OR15.8",0
"SNORD115.40",0
"CASC5",1
"SPPL2A",0
"WDR72",1
"NEIL1",0
"DCTN5",0
"ERN2",0
"SLC6A10P",0
"C16orf71",0
"ZNF423",0
"CES1",0
"ABAT",1
"PIRT",0
"OR1A1",0
"LUC7L3",0
"C17orf64",0
"KCNH6",0
"CHRNB1",0
"GLP2R",0
"TTC39C",0
"CCBE1",1
"TSHZ1",0
"SLC1A6",0
"REXO1",0
"GDF15",0
"GMIP",0
"ZNF430",0
"ZNF676",0
"FXYD1",0
"CRX",0
"KLK7",0
"ZNF83",0
"GPR89A",0
"OR10K2",0
"RABGAP1L",0
"HTR6",0
"IARS2",1
"PYCR2",1
"PRSS38",0
"CHRM3",1
"OR2L2",0
"NR0B2",0
"AHDC1",1
"PRPF38A",0
"C1orf177",0
"GBP4",0
"ENTPD6",0
"FASTKD5",0
"CNBD2",0
"LINC00478",0
"KRTAP21.2",0
"TRPM2",0
"ZMAT5",0
"PCDP1",0
"PRPF40A",0
"DNAH7",1
"TCF23",0
"IGKV1D.16",0
"C3orf30",0
"GPR156",0
"PRR23B",0
"ZIC4",0
"BCHE",1
"TFRC",0
"KAT2B",0
"TRIM71",1
"ITIH4",0
"ROBO2",0
"PRSS12",0
"BBS7",1
"TRPC3",0
"NKX3.2",0
"OTOP1",0
"KIAA1211",0
"LPHN3",0
"PCDHB7",0
"PCDHB11",0
"ARHGEF37",0
"ANXA6",0
"NKX2.5",1
"FGFR4",0
"PRDM9",1
"BHMT",0
"POLR3G",0
"GRIK2",1
"LAMA4",0
"MPC1",1
"OR2B3",0
"CCHCR1",0
"F13A1",1
"UBE2J1",0
"CTTNBP2",0
"SPAM1",0
"FAM131B",0
"FAM115C",0
"OR2A5",0
"SSPO",0
"AMZ1",0
"ABCA13",1
"RSPH10B2",0
"ANK1",1
"TMEM55A",0
"KCNS2",0
"OR13D1",0
"KIAA0368",0
"OR1K1",0
"RC3H2",0
"FRMPD1",0
"PTPRD",0
"IARS",1
"BCORL1",0
"POLA1",1
"MAGEB6",0
"ZNF711",1
"CHM",1
"PCDH11X",0
"ABCC2",1
"WDR37",0
"KNDC1",0
"PBLD",0
"USP54",0
"ITIH2",0
"SORL1",1
"PLEKHA7",0
"NELL1",0
"FIBIN",0
"OR5A2",0
"MS4A4A",0
"TUT1",0
"SLC22A11",0
"EHBP1L1",0
"MYEOV",0
"PRKRIR",0
"GAS2L3",0
"MYO1H",0
"MYL2",0
"RPH3A",0
"MED13L",1
"DDX11",1
"KMT2D",1
"DIP2B",0
"CCT2",0
"LGR5",0
"KCNC2",1
"OTOGL",1
"MYF6",1
"ATP8A2",1
"KLHL1",0
"SLITRK5",0
"GPC6",1
"CMTM5",0
"EMC9",0
"TSSK4",0
"SAV1",0
"ZFP36L1",0
"PCNX",0
"NEK9",1
"OR4F15",0
"MKRN3",1
"HERC2",1
"CEP152",1
"COPS2",0
"SLTM",1
"SYNM",0
"CACNA1H",0
"CES1P1",0
"ZNF19",0
"GAN",1
"ADPRM",0
"ZNF286A",0
"MYO15A",1
"FAM27L",0
"SUPT6H",0
"FNDC8",0
"KRTAP1.1",0
"KRT33B",0
"KRT38",0
"RUNDC1",0
"HOXB4",0
"ICAM2",0
"CTDNEP1",0
"NLGN2",0
"GPS1",0
"TRAPPC8",0
"SETBP1",1
"COL5A3",0
"ZNF490",0
"ZNF208",0
"RPSAP58",0
"POP4",0
"ZNF536",0
"LIN37",0
"HKR1",0
"ZNF527",0
"FBXO27",0
"ZNF780B",0
"PSG10P",0
"PSG7",0
"ZNF227",0
"MED25",1
"SHANK1",0
"ZNF320",0
"LILRA2",0
"LILRA1",0
"NLRP7",1
"ZNF460",0
"ZNF416",0
"SEC22B",0
"RP11.14N7.2",0
"ATP8B2",0
"DCST2",0
"FCRL2",0
"OR10J3",0
"OR10J1",0
"RPL31P11",0
"NOS1AP",0
"METTL13",0
"TNR",1
"TAS1R2",0
"EPRS",0
"USP48",0
"TAF1A",0
"SDE2",0
"SIPA1L2",0
"OR2T29",0
"MATN1",0
"ZMYM1",0
"ATP6V0B",0
"ZSWIM5",0
"TCTEX1D1",0
"LPHN2",0
"PLEKHN1",0
"RPAP2",0
"C1orf200",0
"CRNKL1",0
"KIAA1755",0
"HNF4A",1
"BIRC7",0
"POTED",0
"ADAMTS5",0
"KRTAP11.1",0
"DOPEY2",0
"ETS2",0
"CCT8L2",0
"L3MBTL2",0
"PLGLA",0
"SULT1C3",0
"OLA1",0
"ADAM23",0
"ZNF142",1
"ASIC4",0
"CUL3",1
"DIS3L2",1
"EIF2B4",1
"NRXN1",1
"PPP3R1",0
"PLEK",0
"LRRTM4",0
"IGKV6D.41",0
"IMPG2",1
"ARHGAP31",1
"POLQ",0
"PARP14",0
"RASA2",0
"ZBBX",0
"YEATS2",0
"DAG1",0
"STAB1",0
"CFI",1
"FHDC1",0
"TENM3",1
"KLB",0
"ATP10D",0
"GC",0
"HELQ",0
"PCDHA2",0
"PCDHA12",0
"PCDHGA10",0
"PCDHGB7",0
"CANX",0
"ADAMTS12",0
"ITGA2",0
"FST",0
"SKIV2L2",0
"SV2C",0
"TTC37",1
"POPDC3",1
"RTN4IP1",1
"FRK",0
"UTRN",0
"GRM1",1
"SLC44A4",0
"KIF6",0
"TINAG",0
"COL12A1",1
"MDN1",0
"GPR22",0
"BRAF",1
"TRBV6.5",0
"TRBV7.3",0
"OR2A1",0
"GIMAP2",0
"RBM48",0
"RP1L1",1
"C8orf74",0
"NOV",0
"DLGAP2",0
"TEX15",1
"ADAM9",0
"ADAM2",0
"TRPA1",0
"CPQ",0
"NIPAL2",0
"MURC",0
"ALDOB",1
"OR13C2",0
"ZNF483",0
"ASTN2",0
"MPDZ",1
"PRRC2B",0
"LCN9",0
"CCDC171",0
"BNC2",0
"ARID3C",0
"TRPM3",1
"TMEM2",0
"ISCA1",0
"COL4A5",1
"TRPC5",0
"LHFPL1",0
"TLR8",1
"FAM58A",0
"PNLIPRP3",0
"PRLHR",0
"C10orf90",0
"DOCK1",0
"ZEB1",1
"RBP3",1
"PALD1",0
"CEP55",1
"MMP13",1
"NAV2",0
"ELP4",0
"KIAA1549L",0
"ZNF195",0
"MYBPC3",1
"OR5L2",0
"OR5AP2",0
"SLC43A1",0
"PTGDR2",0
"UBXN1",0
"CLEC12A",0
"UTP20",0
"TBX5",1
"TBX3",1
"TMTC1",0
"NDUFA9",1
"KRT72",0
"NXPH4",0
"ARHGAP9",0
"B4GALNT1",1
"SRGAP1",0
"BBS10",1
"SLC6A15",0
"MGAT4C",0
"TEX29",0
"SOHLH2",0
"INTS6",0
"DACH1",0
"DNAJC3",0
"BRF1",1
"TEP1",0
"EGLN3",0
"MNAT1",0
"ADAM21P1",0
"YLPM1",0
"MLH3",0
"SLC24A4",1
"SNORD115.17",0
"DPH6",0
"SCG3",0
"SCAPER",1
"CRABP1",0
"CHRNB4",1
"EFTUD1",0
"ALPK3",1
"NOMO3",0
"SETD1A",1
"ITGAX",0
"ZSCAN32",0
"CREBBP",1
"RPGRIP1L",1
"CDH11",1
"PKD1L2",0
"RAB34",0
"DDX52",0
"ZZEF1",0
"KIF18B",0
"ALOX15",0
"TBC1D3P2",0
"TANC2",1
"ABCA8",0
"KIF19",0
"CD300LB",0
"USH1G",1
"CASKIN2",0
"PER1",0
"MC5R",0
"CCDC178",0
"RNF165",0
"SERPINB3",0
"ADNP2",0
"EMR2",0
"ZNF181",0
"FXYD5",0
"KMT2B",1
"PLEKHG2",0
"LIPE",0
"PSG5",0
"ZNF225",0
"KLK14",0
"BIRC8",0
"KIR3DL3",0
"ZNF211",0
"ZNF324B",0
"VCAM1",0
"UBIAD1",0
"PTGFRN",0
"FMO5",0
"OAZ3",0
"HRNR",0
"PAQR6",0
"FCRL3",0
"KLHDC9",0
"ADCY10",1
"FMO1",0
"IVNS1ABP",1
"LGR6",0
"PPP1R15B",0
"CNTN2",1
"C4BPA",0
"HHAT",0
"NEK2",1
"SUSD4",0
"TAF5L",0
"HEATR1",0
"ACTN2",0
"GREM2",0
"RGS7",0
"OR6F1",0
"OR2L3",0
"OR2M3",0
"AIM1L",0
"COL16A1",0
"ZYG11B",0
"CTH",0
"ELTD1",0
"PRKACB",0
"SLC24A3",0
"CST9",0
"C20orf96",0
"E2F1",0
"SULF2",0
"DOK5",0
"NPEPL1",0
"HRH3",0
"LAMA5",1
"HSFY1P1",0
"SMARCB1",1
"PES1",0
"TOM1",0
"RPL3",0
"RAD51AP2",0
"PRKRA",0
"ABCB6",1
"OTOF",1
"ZNF512",0
"ATL2",0
"CTNNA2",1
"CD8B",0
"SMYD1",0
"IGKV1.27",0
"IGKV1.33",0
"SLC35A5",0
"ROPN1B",0
"PLXNA1",1
"NMNAT3",0
"ZIC1",1
"GPR149",0
"WDR53",0
"FYCO1",1
"CDC25A",0
"CELSR3",1
"FAM208A",0
"GPR15",0
"DKK2",0
"SEC24D",1
"MYOZ2",0
"C4orf51",0
"RXFP1",0
"PALLD",0
"TACC3",0
"VEGFC",1
"FRG1",0
"ZCCHC4",0
"MFSD10",0
"N4BP2",0
"UBA6",0
"C4orf40",0
"PPIP5K2",0
"FBN2",1
"P4HA2",0
"TXNDC15",0
"PCDHAC1",0
"PCDHGC4",1
"SH3TC2",1
"PPARGC1B",0
"LARP1",0
"SGCD",1
"FAM153B",0
"IL7R",1
"NIPBL",1
"MAP3K1",0
"BDP1",0
"MCCC2",1
"KIAA0825",0
"ARSK",1
"ZDHHC14",0
"MBOAT1",0
"TRIM31",0
"DDR1",0
"TRERF1",0
"CAPN11",0
"ZNF451",0
"MANEA",0
"MYL10",0
"KMT2E",1
"TMEM168",0
"TBXAS1",0
"TRBJ2.2",0
"KEL",1
"OR2A25",0
"OR2A12",0
"CUL1",0
"AOC1",0
"RHEB",1
"NOM1",0
"WDR60",1
"HDAC9",0
"ABCB5",0
"TRGC2",0
"SUGCT",1
"GLI3",1
"CAMK2B",1
"NPC1L1",0
"GTF2IRD2P1",0
"ZNF804B",0
"CASD1",0
"TRIM4",0
"SPDYE3",0
"EXT1",1
"HAS2",0
"POU5F1B",0
"NAT2",0
"SLC25A37",0
"UNC5D",0
"PRKDC",0
"ANGPT2",0
"KCNB2",0
"SLC7A13",0
"GARNL3",0
"SET",1
"TUBBP5",0
"JAK2",0
"GPR50",0
"MAGEA4",0
"HPS1",1
"PAX2",1
"PPRC1",0
"NFKB2",1
"CCDC147",1
"SMNDC1",0
"PLEKHS1",0
"KIAA1598",0
"OAT",1
"FOXI2",0
"EBF3",1
"TTC40",0
"ADAM8",0
"SLC39A12",0
"PLXDC2",0
"MLLT10",0
"MSRB2",0
"ARHGAP21",0
"LINC00202.2",0
"PTCHD3P1",0
"SVIL",1
"ANKRD30A",0
"ZNF33A",0
"ZNF37A",0
"TMEM72",0
"C10orf71",0
"DRGX",0
"ERCC6.PGBD3",1
"SLC18A3",0
"A1CF",0
"UNC5B",0
"KCNMA1",1
"GRID1",0
"MMRN2",0
"IFIT1B",0
"BTAF1",0
"PLCE1",1
"TLL2",0
"R3HCC1L",0
"TRPC6",1
"MUC6",0
"MMP12",0
"DYNC2H1",1
"DDI1",0
"CASP4",0
"RDX",1
"BCO2",0
"GALNT18",0
"DRD2",0
"CEP164",1
"CCDC153",0
"USP47",0
"BLID",0
"OR6X1",0
"OR10G4",0
"OR10G8",0
"OR8G1",0
"ROBO4",0
"KCNJ1",1
"ARHGAP32",0
"SOX6",1
"PIK3C2A",0
"TPH1",0
"GTF2H1",0
"SLC6A5",1
"SLC17A6",0
"MPPED2",0
"DCDC1",0
"PAX6",1
"WT1",1
"FBXO3",0
"LMO2",0
"ART1",0
"OR52K1",0
"CHST1",0
"DGKZ",0
"OR4X1",0
"OR4A47",0
"OR51S1",0
"OR51T1",0
"OR51A7",0
"MMP26",0
"OR4C46",0
"OR4A16",0
"OR4C16",0
"OR4C6",0
"OR5D14",0
"OR5D16",0
"TRIM51",0
"OR5F1",0
"OR8I2",0
"OR8J3",0
"OR5R1",0
"TRIM34",0
"OR1S2",0
"OR52N5",0
"OR52E4",0
"OR56A4",0
"CD5",0
"CCKBR",0
"PPP2R5B",0
"ARL2",0
"MALAT1",0
"OVOL1",0
"CATSPER1",1
"NPAS4",0
"TBX10",0
"NLRP14",0
"DHCR7",1
"C2CD3",1
"OR2AT4",0
"INTS4",0
"OR5P2",0
"TENM4",0
"NLRP10",0
"PIDD",1
"TMEM135",0
"FOLH1B",0
"ASCL3",0
"GPR83",0
"KDM4D",0
"CNTN5",0
"UHRF1BP1L",0
"ANO4",1
"CLEC1A",0
"OLR1",0
"PAH",1
"TMEM52B",0
"ALDH1L2",0
"NUAK1",0
"POLR3B",1
"RFX4",0
"WSCD2",0
"TMEM119",0
"UNG",0
"PPTC7",0
"OAS3",0
"RNF10",0
"SBNO1",0
"GUCY2C",0
"DERA",0
"CAPZA3",0
"SLCO1B1",0
"LINC00477",0
"IQSEC3",0
"C12orf71",0
"OVCH1",0
"PKP2",1
"PUS7L",0
"LMBR1L",0
"TUBA1B",0
"KCNH3",0
"KCNA1",1
"SLC11A2",0
"KCNA5",1
"KRT6B",1
"KRT71",0
"KRT74",1
"PDE1B",0
"OR6C4",0
"NACA",0
"SDR9C7",1
"MYO1A",0
"STAT6",0
"GLI1",0
"KIF5A",1
"PIP4K2C",0
"DTX3",0
"AVPR1A",0
"GNB3",0
"CPSF6",0
"CNOT2",0
"TSPAN8",0
"TRHDE",0
"CD163",0
"PPFIA2",0
"TSPAN19",0
"NDUFA12",0
"CLYBL",0
"ITGBL1",0
"TPP2",1
"BIVM.ERCC5",1
"TUBA3C",0
"ZMYM2",1
"MIPEP",1
"ATP12A",0
"RASL11A",0
"B3GALTL",0
"SPG20",1
"FREM2",1
"AKAP11",0
"ENOX1",0
"LACC1",0
"RCBTB2",0
"ALG11",1
"RP11.248G5.8",0
"CKAP2",0
"PCDH20",0
"PCDH9",0
"SLITRK1",1
"SOX21",0
"DOCK9",0
"SNORD114.3",0
"IGHV1.2",0
"OR11H12",0
"OR4Q3",0
"OR11G2",0
"RNASE10",0
"TRAV8.4",0
"CEBPE",1
"NRL",1
"GZMB",0
"FAM177A1",0
"FSCB",0
"FAM179B",1
"FANCM",1
"DDHD1",1
"BMP4",0
"PCNXL4",0
"SNAPC1",0
"ESR2",0
"DPF3",0
"ACOT6",0
"DIO2",0
"SERPINA11",0
"ATG2B",0
"C14orf177",0
"MAGEL2",1
"SNORD116.5",0
"SNORD115.8",0
"UBE3A",1
"ATP10A",0
"GABRB3",1
"CHRFAM7A",0
"OTUD7A",0
"EMC7",0
"TMCO5A",0
"DISP2",0
"INO80",0
"DUOX2",1
"SEMA6D",0
"HDC",0
"PRTG",0
"MYO1E",1
"RBPMS2",0
"IGDCC4",0
"ITGA11",0
"LMAN1L",0
"NRG4",0
"LINGO1",1
"WDR61",0
"AGBL1",0
"FURIN",0
"ST8SIA2",0
"HN1L",0
"UMOD",1
"PDILT",0
"ACSM2A",0
"ACSM1",0
"AC004381.6",0
"ZP2",0
"OTOA",1
"SCNN1G",1
"CACNG3",0
"IL21R",1
"SRRM2",1
"SULT1A2",0
"SPN",0
"SEZ6L2",0
"TAOK2",0
"ADCY9",0
"ABCC12",0
"RAB11FIP3",0
"MMP2",1
"LPCAT2",0
"GPR56",1
"C16orf80",1
"TSNAXIP1",0
"PDPR",0
"PHLPP2",0
"RFWD3",0
"WDR59",0
"TMEM231",0
"ADAMTS18",1
"OSGIN1",0
"DNAAF1",1
"KIAA0513",0
"FAM92B",0
"JPH3",0
"CDH15",0
"GRIN2A",1
"ARHGAP44",0
"ELAC2",1
"NCOR1",0
"TRPV2",0
"FBXW10",0
"KCNJ12",0
"EFCAB5",0
"PSMD11",0
"ASIC2",0
"TMEM132E",0
"ZNF830",0
"RAD51L3.RFFL",0
"LYZL6",0
"TUBG1",0
"AOC2",0
"NBR1",0
"ADAM11",0
"GJC1",0
"CDC27",0
"SP2",0
"MPO",1
"TEX14",1
"BRIP1",1
"ACE",1
"BPTF",1
"BCL6B",0
"SOX9",1
"CBX8",0
"AZI1",0
"GAS7",0
"ANKRD30B",0
"CDH2",1
"DSG1",1
"DSG3",1
"DSG2",1
"DTNA",1
"ELP2",0
"SYT4",0
"SLC14A2",0
"HAUS1",0
"WDR7",0
"CDH20",0
"RNF152",0
"PHLPP1",0
"SERPINB12",0
"MBP",0
"C19orf66",0
"ZNF700",0
"ZNF763",0
"EMR3",0
"CYP4F22",1
"UQCR11",0
"ZNF431",0
"TSHZ3",0
"ANKRD27",0
"UBA2",1
"GAPDHS",0
"HCST",0
"CLIP3",0
"FAM98C",0
"PSG8",0
"XRCC1",1
"CHAF1A",0
"ZNF404",0
"ZNF234",0
"ZNF229",0
"CABP5",0
"PPP1R15A",0
"ALDH16A1",0
"FPR2",0
"ZNF649",0
"ZNF432",0
"ZNF480",0
"VN1R4",0
"LAIR1",0
"LILRB4",0
"PTPRH",0
"NLRP4",0
"NLRP8",0
"ZSCAN5B",0
"ZNF667",0
"ZSCAN1",0
"ZNF135",0
"ZNF274",0
"ZNF317",0
"FRRS1",0
"AMY2B",0
"VAV3",0
"FNDC7",0
"PSMA5",0
"PROK1",0
"FAM19A3",0
"PHTF1",0
"HIPK1",0
